,HWB,Heizlast,KWB,Kühllast,Strombedarf,maxLeistung,heizart
0,112.94944852269701,47.4000835501231,0.0,0.0,0.23825183793186644,0.128,Kein Gas
1,65.55853106115353,32.61237488694927,0.0,0.0,0.23825183793186644,0.128,Kein Gas
2,79.99407090671615,36.89422711378273,0.0,0.0,0.23825183793186644,0.128,Kein Gas
3,107.94992480715628,45.11246515848836,0.0,0.0,0.23825183793186644,0.128,Kein Gas
4,88.77476323614881,39.46720036680462,0.0,0.0,0.23825183793186644,0.128,Kein Gas
5,78.07738155068013,36.43473522668851,0.0,0.0,0.23825183793186644,0.128,Kein Gas
6,63.01894164581074,31.911558815763108,0.0,0.0,0.23825183793186644,0.128,Kein Gas
7,77.6531799483977,36.297301309600535,0.0,0.0,0.23825183793186644,0.128,Kein Gas
8,117.99490463708544,47.91347455058359,0.0,0.0,0.23825183793186644,0.128,Kein Gas
9,90.73077411798054,39.34286556747854,0.0,0.0,0.23825183793186644,0.128,Kein Gas
10,118.39496041478262,47.55998466618613,0.0,0.0,0.23825183793186644,0.128,Kein Gas
11,132.51871501699833,54.172886744886014,0.0,0.0,0.23825183793186644,0.128,Kein Gas
12,80.85662554867946,36.68476314620905,0.0,0.0,0.23825183793186644,0.128,Kein Gas
13,82.44863616100349,35.12975191547953,0.0,0.0,0.23825183793186644,0.128,Kein Gas
14,109.00393315674408,45.28411462976768,0.0,0.0,0.23825183793186644,0.128,Kein Gas
15,81.94269677164039,37.29273974635642,0.0,0.0,0.23825183793186644,0.128,Kein Gas
16,73.06457708284267,34.406113790502324,0.0,0.0,0.23825183793186644,0.128,Kein Gas
17,84.34116073915487,37.85364563473179,0.0,0.0,0.23825183793186644,0.128,Kein Gas
18,108.44612230626296,44.62894558719126,0.0,0.0,0.23825183793186644,0.128,Kein Gas
19,102.13686564095603,43.61170950151,0.0,0.0,0.23825183793186644,0.128,Kein Gas
20,101.94743912722261,43.24936758098748,0.0,0.0,0.23825183793186644,0.128,Kein Gas
21,86.5136670200757,38.69352575386342,0.0,0.0,0.23825183793186644,0.128,Kein Gas
22,95.24317336346728,41.176323526470526,0.0,0.0,0.23825183793186644,0.128,Kein Gas
23,125.91520142657181,45.071712077924566,0.0,0.0,0.23825183793186644,0.128,Kein Gas
24,128.49204692415344,50.45143211698687,0.0,0.0,0.23825183793186644,0.128,Kein Gas
25,115.02595958304767,46.51261431908243,0.0,0.0,0.23825183793186644,0.128,Kein Gas
26,74.83493447395064,35.3754132605157,0.0,0.0,0.23825183793186644,0.128,Kein Gas
27,109.98393941144104,45.829368975569416,0.0,0.0,0.23825183793186644,0.128,Kein Gas
28,115.8606770820677,47.05544436851974,0.0,0.0,0.23825183793186644,0.128,Kein Gas
29,109.92804780841787,45.10133590030621,0.0,0.0,0.23825183793186644,0.128,Kein Gas
30,111.91089860830937,46.0720006638421,0.0,0.0,0.23825183793186644,0.128,Kein Gas
31,103.41734038295995,43.3983523706707,0.0,0.0,0.23825183793186644,0.128,Kein Gas
32,111.01926299114248,45.693990652521045,0.0,0.0,0.23825183793186644,0.128,Kein Gas
33,88.13582882826478,38.62923253905279,0.0,0.0,0.23825183793186644,0.128,Kein Gas
34,71.59375241076192,33.92317374497776,0.0,0.0,0.23825183793186644,0.128,Kein Gas
35,61.24972792241666,31.218092345891858,0.0,0.0,0.23825183793186644,0.128,Kein Gas
36,87.3595536222886,39.04203825879388,0.0,0.0,0.23825183793186644,0.128,Kein Gas
37,75.60707291892074,35.059388662272134,0.0,0.0,0.23825183793186644,0.128,Kein Gas
38,172.63345193376884,67.82569834765927,0.0,0.0,0.23825183793186644,0.128,Kein Gas
39,115.34663643348952,44.58590089343558,0.0,0.0,0.23825183793186644,0.128,Kein Gas
40,111.24877538805454,45.500823753725406,0.0,0.0,0.23825183793186644,0.128,Kein Gas
41,230.82773663942552,84.81606512295063,0.0,0.0,0.23825183793186644,0.128,Kein Gas
42,75.91590864948031,34.91997474010476,0.0,0.0,0.23825183793186644,0.128,Kein Gas
43,90.2084669237187,39.193685171896405,0.0,0.0,0.23825183793186644,0.128,Kein Gas
44,113.60997829641987,46.550886801150206,0.0,0.0,0.23825183793186644,0.128,Kein Gas
45,71.99930544374746,33.904557654161,0.0,0.0,0.23825183793186644,0.128,Kein Gas
46,96.65772664807886,41.604111558595264,0.0,0.0,0.23825183793186644,0.128,Kein Gas
47,70.39074148596504,33.64311314868311,0.0,0.0,0.23825183793186644,0.128,Kein Gas
48,87.12059606180445,38.117044127658154,0.0,0.0,0.23825183793186644,0.128,Kein Gas
