SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf432,B165,top,0,601655.28,15336358.94,20.01,0.00,0.00,1.00,57.86,roofs,1128589.53,0.00,30.00,2.55,0.00,10.81,5,6,10,roofs_top,srf432
srf433,B165,top,0,601655.72,15336368.94,20.01,0.00,0.00,1.00,55.31,roofs,1129318.91,0.00,30.00,2.55,0.00,10.33,5,6,10,roofs_top,srf433
srf434,B165,top,0,601656.15,15336378.94,20.01,0.00,0.00,1.00,78.47,roofs,1128760.44,0.00,30.00,2.55,0.00,14.66,5,6,10,roofs_top,srf434
srf435,B165,top,0,601656.59,15336388.94,20.01,0.00,0.00,1.00,87.18,roofs,1132116.70,0.00,30.00,2.55,0.00,16.28,5,6,10,roofs_top,srf435
srf436,B165,top,0,601657.01,15336398.94,20.01,0.00,0.00,1.00,95.49,roofs,1131758.17,0.00,30.00,2.55,0.00,17.84,5,6,10,roofs_top,srf436
srf437,B165,top,0,601655.61,15336404.30,20.01,0.00,0.00,1.00,2.59,roofs,1131969.09,0.00,30.00,2.55,0.00,0.48,5,6,10,roofs_top,srf437
srf438,B165,top,0,601647.01,15336359.50,20.01,0.00,0.00,1.00,78.84,roofs,1128876.09,0.00,30.00,2.55,0.00,14.73,5,6,10,roofs_top,srf438
srf439,B165,top,0,601647.01,15336365.88,20.01,0.00,0.00,1.00,30.74,roofs,1128913.61,0.00,30.00,2.55,0.00,5.74,5,6,10,roofs_top,srf439
srf440,B165,top,0,601651.46,15336373.55,20.01,0.00,0.00,1.00,0.43,roofs,1130132.40,0.00,30.00,2.55,0.00,0.08,5,6,10,roofs_top,srf440
srf441,B165,top,0,601650.48,15336378.94,20.01,0.00,0.00,1.00,26.23,roofs,1130634.46,0.00,30.00,2.55,0.00,4.90,5,6,10,roofs_top,srf441
srf442,B165,top,0,601650.84,15336388.94,20.01,0.00,0.00,1.00,19.24,roofs,1131882.08,0.00,30.00,2.55,0.00,3.59,5,6,10,roofs_top,srf442
srf443,B165,top,0,601651.26,15336398.94,20.01,0.00,0.00,1.00,10.77,roofs,1131820.98,0.00,30.00,2.55,0.00,2.01,5,6,10,roofs_top,srf443
srf444,B165,top,0,601651.69,15336404.33,20.01,0.00,0.00,1.00,0.47,roofs,1131159.17,0.00,30.00,2.55,0.00,0.09,5,6,10,roofs_top,srf444
srf445,B165,top,0,601637.01,15336360.50,20.01,0.00,0.00,1.00,59.00,roofs,1129169.50,0.00,30.00,2.55,0.00,11.02,5,6,10,roofs_top,srf445
srf446,B165,top,0,601637.01,15336366.69,20.01,0.00,0.00,1.00,46.87,roofs,1129189.50,0.00,30.00,2.55,0.00,8.75,5,6,10,roofs_top,srf446
srf447,B165,top,0,601627.01,15336361.49,20.01,0.00,0.00,1.00,39.16,roofs,1129980.39,0.00,30.00,2.55,0.00,7.32,5,6,10,roofs_top,srf447
srf448,B165,top,0,601627.01,15336367.50,20.01,0.00,0.00,1.00,63.00,roofs,1130130.37,0.00,30.00,2.55,0.00,11.77,5,6,10,roofs_top,srf448
srf449,B165,top,0,601617.01,15336362.48,20.01,0.00,0.00,1.00,19.33,roofs,1129647.98,0.00,30.00,2.55,0.00,3.61,5,6,10,roofs_top,srf449
srf450,B165,top,0,601617.01,15336368.30,20.01,0.00,0.00,1.00,79.12,roofs,1129797.41,0.00,30.00,2.55,0.00,14.78,5,6,10,roofs_top,srf450
srf451,B165,top,0,601609.64,15336363.47,20.01,0.00,0.00,1.00,2.23,roofs,1130223.30,0.00,30.00,2.55,0.00,0.42,5,6,10,roofs_top,srf451
srf452,B165,top,0,601607.01,15336368.94,20.01,0.00,0.00,1.00,92.02,roofs,1129858.01,0.00,30.00,2.55,0.00,17.19,5,6,10,roofs_top,srf452
srf453,B165,top,0,601603.04,15336374.11,20.01,0.00,0.00,1.00,0.34,roofs,1130091.96,0.00,30.00,2.55,0.00,0.06,5,6,10,roofs_top,srf453
srf454,B165,top,0,601600.91,15336369.97,20.01,0.00,0.00,1.00,8.77,roofs,1129959.05,0.00,30.00,2.55,0.00,1.64,5,6,10,roofs_top,srf454
srf455,B165,top,0,601600.81,15336374.30,20.01,0.00,0.00,1.00,1.19,roofs,1129963.99,0.00,30.00,2.55,0.00,0.22,5,6,10,roofs_top,srf455
