SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf288,B149,top,0,601742.28,15336437.45,24.01,0.00,0.00,1.00,57.83,roofs,1128736.96,0.00,30.00,2.55,0.00,10.80,5,6,10,roofs_top,srf288
srf289,B149,top,0,601742.70,15336447.45,24.01,0.00,0.00,1.00,67.41,roofs,1129316.81,0.00,30.00,2.55,0.00,12.59,5,6,10,roofs_top,srf289
srf290,B149,top,0,601743.12,15336457.45,24.01,0.00,0.00,1.00,75.82,roofs,1129499.52,0.00,30.00,2.55,0.00,14.16,5,6,10,roofs_top,srf290
srf291,B149,top,0,601743.54,15336467.45,24.01,0.00,0.00,1.00,84.24,roofs,1128738.51,0.00,30.00,2.55,0.00,15.73,5,6,10,roofs_top,srf291
srf292,B149,top,0,601743.96,15336477.45,24.01,0.00,0.00,1.00,92.65,roofs,1128823.79,0.00,30.00,2.55,0.00,17.31,5,6,10,roofs_top,srf292
srf293,B149,top,0,601744.12,15336484.70,24.01,0.00,0.00,1.00,40.59,roofs,1128796.29,0.00,30.00,2.55,0.00,7.58,5,6,10,roofs_top,srf293
srf294,B149,top,0,601734.15,15336437.67,24.01,0.00,0.00,1.00,85.99,roofs,1129120.12,0.00,30.00,2.55,0.00,16.06,5,6,10,roofs_top,srf294
srf295,B149,top,0,601734.76,15336447.45,24.01,0.00,0.00,1.00,80.43,roofs,1129289.72,0.00,30.00,2.55,0.00,15.02,5,6,10,roofs_top,srf295
srf296,B149,top,0,601735.44,15336457.45,24.01,0.00,0.00,1.00,66.67,roofs,1129222.26,0.00,30.00,2.55,0.00,12.45,5,6,10,roofs_top,srf296
srf297,B149,top,0,601736.13,15336467.45,24.01,0.00,0.00,1.00,52.91,roofs,1128752.88,0.00,30.00,2.55,0.00,9.88,5,6,10,roofs_top,srf297
srf298,B149,top,0,601736.82,15336477.45,24.01,0.00,0.00,1.00,39.15,roofs,1128965.98,0.00,30.00,2.55,0.00,7.31,5,6,10,roofs_top,srf298
srf299,B149,top,0,601737.51,15336484.80,24.01,0.00,0.00,1.00,13.38,roofs,1128705.55,0.00,30.00,2.55,0.00,2.50,5,6,10,roofs_top,srf299
