SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf702,B176,top,0,601790.65,15336329.14,20.01,0.00,0.00,1.00,42.80,roofs,1129752.62,0.00,30.00,2.55,0.00,7.99,5,6,10,roofs_top,srf702
srf703,B176,top,0,601790.95,15336338.17,20.01,0.00,0.00,1.00,43.77,roofs,1129415.65,0.00,30.00,2.55,0.00,8.18,5,6,10,roofs_top,srf703
srf704,B176,top,0,601792.53,15336380.74,20.01,0.00,0.00,1.00,57.98,roofs,1127932.94,0.00,30.00,2.55,0.00,10.83,5,6,10,roofs_top,srf704
srf705,B176,top,0,601792.97,15336389.14,20.01,0.00,0.00,1.00,94.63,roofs,1127566.93,0.00,30.00,2.55,0.00,17.68,5,6,10,roofs_top,srf705
srf706,B176,top,0,601790.37,15336394.35,20.01,0.00,0.00,1.00,1.00,roofs,1127787.37,0.00,30.00,2.55,0.00,0.19,5,6,10,roofs_top,srf706
srf707,B176,top,0,601782.97,15336329.22,20.01,0.00,0.00,1.00,88.02,roofs,1129513.66,0.00,30.00,2.55,0.00,16.44,5,6,10,roofs_top,srf707
srf708,B176,top,0,601782.97,15336339.14,20.01,0.00,0.00,1.00,87.93,roofs,1129662.95,0.00,30.00,2.55,0.00,16.42,5,6,10,roofs_top,srf708
srf709,B176,top,0,601779.40,15336349.14,20.01,0.00,0.00,1.00,23.93,roofs,1129515.15,0.00,30.00,2.55,0.00,4.47,5,6,10,roofs_top,srf709
srf710,B176,top,0,601779.87,15336359.14,20.01,0.00,0.00,1.00,33.28,roofs,1128887.80,0.00,30.00,2.55,0.00,6.22,5,6,10,roofs_top,srf710
srf711,B176,top,0,601780.34,15336369.14,20.01,0.00,0.00,1.00,42.64,roofs,1128777.08,0.00,30.00,2.55,0.00,7.96,5,6,10,roofs_top,srf711
srf712,B176,top,0,601782.97,15336379.14,20.01,0.00,0.00,1.00,80.80,roofs,1128384.71,0.00,30.00,2.55,0.00,15.09,5,6,10,roofs_top,srf712
srf713,B176,top,0,601782.97,15336389.14,20.01,0.00,0.00,1.00,100.00,roofs,1127655.82,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf713
srf714,B176,top,0,601782.97,15336394.78,20.01,0.00,0.00,1.00,8.55,roofs,1128420.81,0.00,30.00,2.55,0.00,1.60,5,6,10,roofs_top,srf714
srf715,B176,top,0,601772.97,15336330.25,20.01,0.00,0.00,1.00,67.40,roofs,1129575.79,0.00,30.00,2.55,0.00,12.59,5,6,10,roofs_top,srf715
srf716,B176,top,0,601772.97,15336339.14,20.01,0.00,0.00,1.00,100.00,roofs,1129338.41,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf716
srf717,B176,top,0,601772.97,15336349.14,20.01,0.00,0.00,1.00,100.00,roofs,1129199.06,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf717
