SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf693,B097,top,0,601302.91,15336486.95,21.01,0.00,0.00,1.00,44.95,roofs,1128745.89,0.00,30.00,2.55,0.00,8.40,5,6,10,roofs_top,srf693
srf694,B097,top,0,601303.28,15336496.02,21.01,0.00,0.00,1.00,67.65,roofs,1128848.83,0.00,30.00,2.55,0.00,12.64,5,6,10,roofs_top,srf694
srf695,B097,top,0,601303.64,15336506.02,21.01,0.00,0.00,1.00,74.89,roofs,1129310.62,0.00,30.00,2.55,0.00,13.99,5,6,10,roofs_top,srf695
srf696,B097,top,0,601304.00,15336516.02,21.01,0.00,0.00,1.00,82.14,roofs,1125993.94,0.00,30.00,2.55,0.00,15.34,5,6,10,roofs_top,srf696
srf697,B097,top,0,601304.36,15336526.02,21.01,0.00,0.00,1.00,89.39,roofs,1126568.72,0.00,30.00,2.55,0.00,16.70,5,6,10,roofs_top,srf697
srf698,B097,top,0,601304.71,15336536.02,21.01,0.00,0.00,1.00,90.33,roofs,1130171.24,0.00,30.00,2.55,0.00,16.87,5,6,10,roofs_top,srf698
srf699,B097,top,0,601304.25,15336541.16,21.01,0.00,0.00,1.00,0.44,roofs,1129243.51,0.00,30.00,2.55,0.00,0.08,5,6,10,roofs_top,srf699
srf700,B097,top,0,601299.79,15336542.73,21.01,0.00,0.00,1.00,0.20,roofs,1130187.43,0.00,30.00,2.55,0.00,0.04,5,6,10,roofs_top,srf700
srf701,B097,top,0,601294.71,15336486.02,21.01,0.00,0.00,1.00,80.28,roofs,1129017.00,0.00,30.00,2.55,0.00,15.00,5,6,10,roofs_top,srf701
srf702,B097,top,0,601294.71,15336496.02,21.01,0.00,0.00,1.00,100.00,roofs,1130157.78,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf702
srf703,B097,top,0,601294.71,15336506.02,21.01,0.00,0.00,1.00,100.00,roofs,1129981.01,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf703
srf704,B097,top,0,601294.71,15336516.02,21.01,0.00,0.00,1.00,100.00,roofs,1128255.32,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf704
srf705,B097,top,0,601294.71,15336526.02,21.01,0.00,0.00,1.00,100.00,roofs,1128558.15,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf705
srf706,B097,top,0,601294.71,15336536.02,21.01,0.00,0.00,1.00,99.87,roofs,1130188.84,0.00,30.00,2.55,0.00,18.65,5,6,10,roofs_top,srf706
srf707,B097,top,0,601294.71,15336542.84,21.01,0.00,0.00,1.00,33.33,roofs,1130436.38,0.00,30.00,2.55,0.00,6.23,5,6,10,roofs_top,srf707
srf708,B097,top,0,601287.03,15336486.16,21.01,0.00,0.00,1.00,47.14,roofs,1129916.76,0.00,30.00,2.55,0.00,8.81,5,6,10,roofs_top,srf708
srf709,B097,top,0,601287.28,15336496.02,21.01,0.00,0.00,1.00,44.93,roofs,1130159.57,0.00,30.00,2.55,0.00,8.39,5,6,10,roofs_top,srf709
srf710,B097,top,0,601287.65,15336506.02,21.01,0.00,0.00,1.00,37.45,roofs,1129801.82,0.00,30.00,2.55,0.00,7.00,5,6,10,roofs_top,srf710
srf711,B097,top,0,601288.03,15336516.02,21.01,0.00,0.00,1.00,29.97,roofs,1127958.89,0.00,30.00,2.55,0.00,5.60,5,6,10,roofs_top,srf711
srf712,B097,top,0,601288.40,15336526.02,21.01,0.00,0.00,1.00,22.49,roofs,1128272.61,0.00,30.00,2.55,0.00,4.20,5,6,10,roofs_top,srf712
srf713,B097,top,0,601288.77,15336536.02,21.01,0.00,0.00,1.00,15.01,roofs,1128128.33,0.00,30.00,2.55,0.00,2.80,5,6,10,roofs_top,srf713
srf714,B097,top,0,601289.15,15336542.87,21.01,0.00,0.00,1.00,3.64,roofs,1129062.59,0.00,30.00,2.55,0.00,0.68,5,6,10,roofs_top,srf714
