SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf126,B039,top,0,601660.70,15336671.49,5.01,0.00,0.00,1.00,30.03,roofs,985754.51,0.00,30.00,2.55,0.00,5.61,5,6,10,roofs_top,srf126
srf127,B039,top,0,601660.81,15336674.83,5.01,0.00,0.00,1.00,27.01,roofs,982158.54,0.00,30.00,2.55,0.00,5.04,5,6,10,roofs_top,srf127
srf129,B039,top,0,601650.08,15336648.28,5.01,0.00,0.00,1.00,81.33,roofs,972364.87,0.00,30.00,2.55,0.00,15.19,5,6,10,roofs_top,srf129
srf130,B039,top,0,601650.51,15336658.28,5.01,0.00,0.00,1.00,89.81,roofs,1007687.65,0.00,30.00,2.55,0.00,16.77,5,6,10,roofs_top,srf130
srf131,B039,top,0,601650.81,15336668.28,5.01,0.00,0.00,1.00,97.91,roofs,1036934.65,0.00,30.00,2.55,0.00,18.29,5,6,10,roofs_top,srf131
srf132,B039,top,0,601650.81,15336675.20,5.01,0.00,0.00,1.00,35.00,roofs,1023708.07,0.00,30.00,2.55,0.00,6.54,5,6,10,roofs_top,srf132
srf134,B039,top,0,601640.81,15336648.28,5.01,0.00,0.00,1.00,98.62,roofs,934070.25,0.00,30.00,2.55,0.00,18.42,5,6,10,roofs_top,srf134
srf135,B039,top,0,601641.45,15336658.28,5.01,0.00,0.00,1.00,31.41,roofs,933800.59,0.00,30.00,2.55,0.00,5.87,5,6,10,roofs_top,srf135
srf136,B039,top,0,601636.92,15336653.36,5.01,0.00,0.00,1.00,0.19,roofs,832289.07,0.00,30.00,2.55,0.00,0.03,5,6,9,roofs_top,srf136
srf137,B039,top,0,601641.12,15336668.28,5.01,0.00,0.00,1.00,76.47,roofs,870446.92,0.00,30.00,2.55,0.00,14.28,5,6,9,roofs_top,srf137
srf138,B039,top,0,601644.37,15336675.06,5.01,0.00,0.00,1.00,8.32,roofs,971969.65,0.00,30.00,2.55,0.00,1.55,5,6,10,roofs_top,srf138
srf140,B039,top,0,601635.48,15336649.14,5.01,0.00,0.00,1.00,2.72,roofs,802688.73,0.00,30.00,2.55,0.00,0.51,5,6,8,roofs_top,srf140
