Date,Area_PV_m2,E_PV_gen_kWh,PV_roofs_top_E_kWh,PV_roofs_top_m2,PV_walls_east_E_kWh,PV_walls_east_m2,PV_walls_north_E_kWh,PV_walls_north_m2,PV_walls_south_E_kWh,PV_walls_south_m2,PV_walls_west_E_kWh,PV_walls_west_m2,radiation_kWh
2016-01-01 00:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 01:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 02:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 03:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 04:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 05:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 06:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 07:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 08:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 09:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 10:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 11:00:00+01:00,15873.38,153.99,153.99,15873.38,0,0,0,0,0,0,0,0,1049.70
2016-01-01 12:00:00+01:00,15873.38,239.55,239.55,15873.38,0,0,0,0,0,0,0,0,1640.26
2016-01-01 13:00:00+01:00,15873.38,270.71,270.71,15873.38,0,0,0,0,0,0,0,0,1889.73
2016-01-01 14:00:00+01:00,15873.38,230.04,230.04,15873.38,0,0,0,0,0,0,0,0,1594.43
2016-01-01 15:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 16:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 17:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 18:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 19:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 20:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 21:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 22:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-01 23:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 00:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 01:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 02:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 03:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 04:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 05:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 06:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 07:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 08:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 09:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 10:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 11:00:00+01:00,15873.38,182.14,182.14,15873.38,0,0,0,0,0,0,0,0,1243.58
2016-01-02 12:00:00+01:00,15873.38,259.15,259.15,15873.38,0,0,0,0,0,0,0,0,1777.61
2016-01-02 13:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 14:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 15:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 16:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 17:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 18:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 19:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 20:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 21:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 22:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-02 23:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 00:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 01:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 02:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 03:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 04:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 05:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 06:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 07:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 08:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 09:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 10:00:00+01:00,15873.38,205.32,205.32,15873.38,0,0,0,0,0,0,0,0,2112.83
2016-01-03 11:00:00+01:00,15873.38,274.91,274.91,15873.38,0,0,0,0,0,0,0,0,2037.19
2016-01-03 12:00:00+01:00,15873.38,302.78,302.78,15873.38,0,0,0,0,0,0,0,0,2835.50
2016-01-03 13:00:00+01:00,15873.38,249.70,249.70,15873.38,0,0,0,0,0,0,0,0,4323.71
2016-01-03 14:00:00+01:00,15873.38,223.32,223.32,15873.38,0,0,0,0,0,0,0,0,2448.51
2016-01-03 15:00:00+01:00,15873.38,163.82,163.82,15873.38,0,0,0,0,0,0,0,0,1303.50
2016-01-03 16:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 17:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 18:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 19:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 20:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 21:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 22:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-03 23:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 00:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 01:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 02:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 03:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 04:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 05:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 06:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 07:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 08:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 09:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 10:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 11:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 12:00:00+01:00,15873.38,125.57,125.57,15873.38,0,0,0,0,0,0,0,0,855.55
2016-01-04 13:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 14:00:00+01:00,15873.38,119.40,119.40,15873.38,0,0,0,0,0,0,0,0,812.44
2016-01-04 15:00:00+01:00,15873.38,153.46,153.46,15873.38,0,0,0,0,0,0,0,0,1046.80
2016-01-04 16:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 17:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 18:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 19:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 20:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 21:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 22:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-04 23:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 00:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 01:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 02:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 03:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 04:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 05:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 06:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 07:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 08:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 09:00:00+01:00,15873.38,91.53,91.53,15873.38,0,0,0,0,0,0,0,0,1330.92
2016-01-05 10:00:00+01:00,15873.38,236.46,236.46,15873.38,0,0,0,0,0,0,0,0,3350.24
2016-01-05 11:00:00+01:00,15873.38,266.61,266.61,15873.38,0,0,0,0,0,0,0,0,2611.56
2016-01-05 12:00:00+01:00,15873.38,289.47,289.47,15873.38,0,0,0,0,0,0,0,0,2118.98
2016-01-05 13:00:00+01:00,15873.38,293.61,293.61,15873.38,0,0,0,0,0,0,0,0,2922.77
2016-01-05 14:00:00+01:00,15873.38,170.24,170.24,15873.38,0,0,0,0,0,0,0,0,2912.73
2016-01-05 15:00:00+01:00,15873.38,138.51,138.51,15873.38,0,0,0,0,0,0,0,0,1537.42
2016-01-05 16:00:00+01:00,15873.38,88.33,88.33,15873.38,0,0,0,0,0,0,0,0,882.94
2016-01-05 17:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 18:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 19:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 20:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 21:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 22:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-05 23:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 00:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 01:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 02:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 03:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 04:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 05:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
2016-01-06 06:00:00+01:00,15873.38,0.00,0.00,15873.38,0,0,0,0,0,0,0,0,0.00
