SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf468,B101,top,0,601391.64,15336501.76,37.01,0.00,0.00,1.00,70.50,roofs,1130496.08,0.00,30.00,2.55,0.00,13.17,5,6,10,roofs_top,srf468
srf469,B101,top,0,601392.07,15336511.76,37.01,0.00,0.00,1.00,80.63,roofs,1130313.14,0.00,30.00,2.55,0.00,15.06,5,6,10,roofs_top,srf469
srf470,B101,top,0,601392.50,15336521.76,37.01,0.00,0.00,1.00,89.25,roofs,1129823.12,0.00,30.00,2.55,0.00,16.67,5,6,10,roofs_top,srf470
srf471,B101,top,0,601392.82,15336530.85,37.01,0.00,0.00,1.00,75.85,roofs,1128659.74,0.00,30.00,2.55,0.00,14.17,5,6,10,roofs_top,srf471
srf472,B101,top,0,601382.82,15336501.98,37.01,0.00,0.00,1.00,92.26,roofs,1130065.68,0.00,30.00,2.55,0.00,17.23,5,6,10,roofs_top,srf472
srf473,B101,top,0,601382.82,15336511.76,37.01,0.00,0.00,1.00,100.00,roofs,1129511.01,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf473
srf474,B101,top,0,601382.82,15336521.76,37.01,0.00,0.00,1.00,100.00,roofs,1129363.66,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf474
srf475,B101,top,0,601382.82,15336531.20,37.01,0.00,0.00,1.00,85.38,roofs,1128831.65,0.00,30.00,2.55,0.00,15.95,5,6,10,roofs_top,srf475
srf476,B101,top,0,601375.88,15336502.31,37.01,0.00,0.00,1.00,31.42,roofs,1129691.77,0.00,30.00,2.55,0.00,5.87,5,6,10,roofs_top,srf476
srf477,B101,top,0,601376.18,15336511.76,37.01,0.00,0.00,1.00,29.44,roofs,1129582.16,0.00,30.00,2.55,0.00,5.50,5,6,10,roofs_top,srf477
srf478,B101,top,0,601376.52,15336521.76,37.01,0.00,0.00,1.00,22.64,roofs,1129217.14,0.00,30.00,2.55,0.00,4.23,5,6,10,roofs_top,srf478
srf479,B101,top,0,601376.86,15336531.25,37.01,0.00,0.00,1.00,14.48,roofs,1128935.18,0.00,30.00,2.55,0.00,2.71,5,6,10,roofs_top,srf479
