SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf216,B043,top,0,601797.25,15336668.88,17.01,0.00,0.00,1.00,3.11,roofs,1127346.75,0.00,30.00,2.55,0.00,0.58,5,6,10,roofs_top,srf216
srf217,B043,top,0,601797.65,15336674.18,17.01,0.00,0.00,1.00,95.22,roofs,1127235.31,0.00,30.00,2.55,0.00,17.79,5,6,10,roofs_top,srf217
srf218,B043,top,0,601797.69,15336680.03,17.01,0.00,0.00,1.00,13.25,roofs,1128134.59,0.00,30.00,2.55,0.00,2.48,5,6,10,roofs_top,srf218
srf219,B043,top,0,601787.08,15336664.18,17.01,0.00,0.00,1.00,81.04,roofs,1128130.67,0.00,30.00,2.55,0.00,15.14,5,6,10,roofs_top,srf219
srf220,B043,top,0,601792.13,15336669.15,17.01,0.00,0.00,1.00,0.04,roofs,1127651.34,0.00,30.00,2.55,0.00,0.01,5,6,10,roofs_top,srf220
srf221,B043,top,0,601787.69,15336674.18,17.01,0.00,0.00,1.00,100.00,roofs,1128222.13,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf221
srf222,B043,top,0,601787.69,15336680.40,17.01,0.00,0.00,1.00,20.64,roofs,1128159.16,0.00,30.00,2.55,0.00,3.85,5,6,10,roofs_top,srf222
srf223,B043,top,0,601780.74,15336664.53,17.01,0.00,0.00,1.00,32.37,roofs,1128419.66,0.00,30.00,2.55,0.00,6.05,5,6,10,roofs_top,srf223
srf224,B043,top,0,601781.10,15336674.18,17.01,0.00,0.00,1.00,27.79,roofs,1128572.13,0.00,30.00,2.55,0.00,5.19,5,6,10,roofs_top,srf224
srf225,B043,top,0,601781.50,15336680.48,17.01,0.00,0.00,1.00,5.72,roofs,1129408.79,0.00,30.00,2.55,0.00,1.07,5,6,10,roofs_top,srf225
