SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf765,B130,top,0,601582.70,15336371.99,19.01,0.00,0.00,1.00,37.19,roofs,1128433.13,0.00,30.00,2.55,0.00,6.95,5,6,10,roofs_top,srf765
srf766,B130,top,0,601583.12,15336381.99,19.01,0.00,0.00,1.00,46.79,roofs,1128635.43,0.00,30.00,2.55,0.00,8.74,5,6,10,roofs_top,srf766
srf767,B130,top,0,601583.54,15336391.99,19.01,0.00,0.00,1.00,55.16,roofs,1129323.51,0.00,30.00,2.55,0.00,10.30,5,6,10,roofs_top,srf767
srf768,B130,top,0,601583.95,15336401.99,19.01,0.00,0.00,1.00,63.53,roofs,1129140.56,0.00,30.00,2.55,0.00,11.87,5,6,10,roofs_top,srf768
srf769,B130,top,0,601584.37,15336411.99,19.01,0.00,0.00,1.00,71.91,roofs,1129176.96,0.00,30.00,2.55,0.00,13.43,5,6,10,roofs_top,srf769
srf770,B130,top,0,601584.79,15336421.99,19.01,0.00,0.00,1.00,80.28,roofs,1127976.79,0.00,30.00,2.55,0.00,15.00,5,6,10,roofs_top,srf770
srf771,B130,top,0,601585.21,15336431.99,19.01,0.00,0.00,1.00,88.65,roofs,1128190.29,0.00,30.00,2.55,0.00,16.56,5,6,10,roofs_top,srf771
srf772,B130,top,0,601585.57,15336441.65,19.01,0.00,0.00,1.00,86.34,roofs,1128287.14,0.00,30.00,2.55,0.00,16.13,5,6,10,roofs_top,srf772
srf773,B130,top,0,601575.57,15336372.34,19.01,0.00,0.00,1.00,82.30,roofs,1128956.07,0.00,30.00,2.55,0.00,15.37,5,6,10,roofs_top,srf773
srf774,B130,top,0,601575.57,15336381.99,19.01,0.00,0.00,1.00,100.00,roofs,1128758.47,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf774
