SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf360,B107,top,0,601402.06,15336411.65,20.01,0.00,0.00,1.00,77.67,roofs,1126262.76,0.00,30.00,2.55,0.00,7.25,5,6,10,roofs_top,srf360
srf361,B107,top,0,601402.42,15336421.65,20.01,0.00,0.00,1.00,89.08,roofs,1127435.37,0.00,30.00,2.55,0.00,8.32,5,6,10,roofs_top,srf361
srf362,B107,top,0,601402.78,15336431.65,20.01,0.00,0.00,1.00,96.28,roofs,1128690.10,0.00,30.00,2.55,0.00,8.99,5,6,10,roofs_top,srf362
srf363,B107,top,0,601402.78,15336437.16,20.01,0.00,0.00,1.00,6.03,roofs,1130881.98,0.00,30.00,2.55,0.00,0.56,5,6,10,roofs_top,srf363
srf364,B107,top,0,601392.78,15336412.19,20.01,0.00,0.00,1.00,82.35,roofs,1119545.34,0.00,30.00,2.55,0.00,7.69,5,6,10,roofs_top,srf364
srf365,B107,top,0,601392.78,15336421.65,20.01,0.00,0.00,1.00,67.62,roofs,1098757.08,0.00,30.00,2.55,0.00,6.32,5,6,10,roofs_top,srf365
srf366,B107,top,0,601394.52,15336431.65,20.01,0.00,0.00,1.00,46.14,roofs,1126263.23,0.00,30.00,2.55,0.00,4.31,5,6,10,roofs_top,srf366
srf367,B107,top,0,601396.41,15336437.26,20.01,0.00,0.00,1.00,2.81,roofs,1128489.57,0.00,30.00,2.55,0.00,0.26,5,6,10,roofs_top,srf367
srf368,B107,top,0,601385.61,15336412.87,20.01,0.00,0.00,1.00,25.93,roofs,978088.78,0.00,30.00,2.55,0.00,2.42,5,6,9,roofs_top,srf368
srf369,B107,top,0,601386.41,15336419.19,20.01,0.00,0.00,1.00,10.84,roofs,942441.49,0.00,30.00,2.55,0.00,1.01,5,6,9,roofs_top,srf369
