SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf378,B095,top,0,601237.38,15336446.48,23.01,0.00,0.00,1.00,77.44,roofs,1129250.95,0.00,30.00,2.55,0.00,7.23,5,6,10,roofs_top,srf378
srf379,B095,top,0,601237.64,15336452.89,23.01,0.00,0.00,1.00,24.26,roofs,1129466.73,0.00,30.00,2.55,0.00,2.27,5,6,10,roofs_top,srf379
srf380,B095,top,0,601232.84,15336469.11,23.01,0.00,0.00,1.00,0.95,roofs,1129392.31,0.00,30.00,2.55,0.00,0.09,5,6,10,roofs_top,srf380
srf381,B095,top,0,601232.93,15336472.65,23.01,0.00,0.00,1.00,1.14,roofs,1072850.41,0.00,30.00,2.55,0.00,0.11,5,6,10,roofs_top,srf381
srf382,B095,top,0,601227.64,15336447.27,23.01,0.00,0.00,1.00,73.01,roofs,1129329.03,0.00,30.00,2.55,0.00,6.82,5,6,10,roofs_top,srf382
srf383,B095,top,0,601227.64,15336456.48,23.01,0.00,0.00,1.00,94.69,roofs,1129176.72,0.00,30.00,2.55,0.00,8.84,5,6,10,roofs_top,srf383
srf384,B095,top,0,601227.64,15336466.48,23.01,0.00,0.00,1.00,98.84,roofs,1129572.21,0.00,30.00,2.55,0.00,9.23,5,6,10,roofs_top,srf384
srf385,B095,top,0,601227.64,15336473.05,23.01,0.00,0.00,1.00,27.31,roofs,1024560.82,0.00,30.00,2.55,0.00,2.55,5,6,10,roofs_top,srf385
srf386,B095,top,0,601220.62,15336448.39,23.01,0.00,0.00,1.00,22.10,roofs,1129467.22,0.00,30.00,2.55,0.00,2.06,5,6,10,roofs_top,srf386
srf387,B095,top,0,601220.82,15336456.48,23.01,0.00,0.00,1.00,32.31,roofs,1129247.59,0.00,30.00,2.55,0.00,3.02,5,6,10,roofs_top,srf387
srf388,B095,top,0,601221.22,15336466.48,23.01,0.00,0.00,1.00,24.42,roofs,1129423.96,0.00,30.00,2.55,0.00,2.28,5,6,10,roofs_top,srf388
srf389,B095,top,0,601221.61,15336473.12,23.01,0.00,0.00,1.00,6.15,roofs,1138329.93,0.00,30.00,2.55,0.00,0.57,5,6,10,roofs_top,srf389
