SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf324,B084,top,0,601706.86,15336529.62,21.01,0.00,0.00,1.00,91.62,roofs,1126676.97,0.00,30.00,2.55,0.00,8.56,5,6,10,roofs_top,srf324
srf325,B084,top,0,601706.94,15336537.47,21.01,0.00,0.00,1.00,39.69,roofs,1128442.19,0.00,30.00,2.55,0.00,3.71,5,6,10,roofs_top,srf325
srf326,B084,top,0,601702.07,15336542.69,21.01,0.00,0.00,1.00,0.49,roofs,1128667.42,0.00,30.00,2.55,0.00,0.05,5,6,10,roofs_top,srf326
srf327,B084,top,0,601702.14,15336545.80,21.01,0.00,0.00,1.00,0.77,roofs,1129075.42,0.00,30.00,2.55,0.00,0.07,5,6,10,roofs_top,srf327
srf328,B084,top,0,601696.94,15336529.99,21.01,0.00,0.00,1.00,88.54,roofs,1130187.85,0.00,30.00,2.55,0.00,8.27,5,6,10,roofs_top,srf328
srf329,B084,top,0,601696.94,15336539.62,21.01,0.00,0.00,1.00,99.99,roofs,1129271.59,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf329
srf330,B084,top,0,601696.94,15336546.27,21.01,0.00,0.00,1.00,28.28,roofs,1129365.65,0.00,30.00,2.55,0.00,2.64,5,6,10,roofs_top,srf330
srf331,B084,top,0,601690.62,15336530.39,21.01,0.00,0.00,1.00,19.17,roofs,1130534.57,0.00,30.00,2.55,0.00,1.79,5,6,10,roofs_top,srf331
srf332,B084,top,0,601690.97,15336539.62,21.01,0.00,0.00,1.00,15.37,roofs,1130504.55,0.00,30.00,2.55,0.00,1.44,5,6,10,roofs_top,srf332
srf333,B084,top,0,601691.38,15336546.31,21.01,0.00,0.00,1.00,3.28,roofs,1130312.35,0.00,30.00,2.55,0.00,0.31,5,6,10,roofs_top,srf333
