SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf432,B106,top,0,601380.72,15336414.66,23.01,0.00,0.00,1.00,76.09,roofs,1130328.55,0.00,30.00,2.55,0.00,7.11,5,6,10,roofs_top,srf432
srf433,B106,top,0,601381.17,15336423.01,23.01,0.00,0.00,1.00,54.89,roofs,1130315.68,0.00,30.00,2.55,0.00,5.13,5,6,10,roofs_top,srf433
srf434,B106,top,0,601371.17,15336415.44,23.01,0.00,0.00,1.00,73.81,roofs,1129529.69,0.00,30.00,2.55,0.00,6.89,5,6,10,roofs_top,srf434
srf435,B106,top,0,601371.17,15336424.00,23.01,0.00,0.00,1.00,76.79,roofs,1128535.96,0.00,30.00,2.55,0.00,7.17,5,6,10,roofs_top,srf435
srf436,B106,top,0,601366.20,15336449.33,23.01,0.00,0.00,1.00,0.02,roofs,1131755.76,0.00,30.00,2.55,0.00,0.00,5,6,10,roofs_top,srf436
srf437,B106,top,0,601366.73,15336454.66,23.01,0.00,0.00,1.00,5.97,roofs,1131596.96,0.00,30.00,2.55,0.00,0.56,5,6,10,roofs_top,srf437
srf438,B106,top,0,601367.26,15336464.66,23.01,0.00,0.00,1.00,16.51,roofs,1129333.94,0.00,30.00,2.55,0.00,1.54,5,6,10,roofs_top,srf438
srf439,B106,top,0,601367.78,15336474.66,23.01,0.00,0.00,1.00,27.04,roofs,1134349.14,0.00,30.00,2.55,0.00,2.53,5,6,10,roofs_top,srf439
srf440,B106,top,0,601368.03,15336482.12,23.01,0.00,0.00,1.00,16.66,roofs,1149733.58,0.00,30.00,2.55,0.00,1.56,5,6,10,roofs_top,srf440
srf441,B106,top,0,601361.17,15336416.51,23.01,0.00,0.00,1.00,52.39,roofs,1127300.35,0.00,30.00,2.55,0.00,4.89,5,6,10,roofs_top,srf441
srf442,B106,top,0,601361.17,15336424.66,23.01,0.00,0.00,1.00,97.66,roofs,1127562.21,0.00,30.00,2.55,0.00,9.12,5,6,10,roofs_top,srf442
srf443,B106,top,0,601360.68,15336434.66,23.01,0.00,0.00,1.00,84.91,roofs,1131906.08,0.00,30.00,2.55,0.00,7.93,5,6,10,roofs_top,srf443
srf444,B106,top,0,601361.17,15336444.66,23.01,0.00,0.00,1.00,95.42,roofs,1131928.44,0.00,30.00,2.55,0.00,8.91,5,6,10,roofs_top,srf444
srf445,B106,top,0,601361.17,15336454.66,23.01,0.00,0.00,1.00,100.00,roofs,1131959.46,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf445
srf446,B106,top,0,601361.17,15336464.66,23.01,0.00,0.00,1.00,100.00,roofs,1129178.73,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf446
srf447,B106,top,0,601361.17,15336474.66,23.01,0.00,0.00,1.00,100.00,roofs,1135467.05,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf447
srf448,B106,top,0,601361.17,15336482.45,23.01,0.00,0.00,1.00,52.43,roofs,1136435.42,0.00,30.00,2.55,0.00,4.90,5,6,10,roofs_top,srf448
srf449,B106,top,0,601353.04,15336417.58,23.01,0.00,0.00,1.00,21.59,roofs,1128814.58,0.00,30.00,2.55,0.00,2.02,5,6,10,roofs_top,srf449
srf450,B106,top,0,601353.14,15336424.66,23.01,0.00,0.00,1.00,56.83,roofs,1130648.31,0.00,30.00,2.55,0.00,5.31,5,6,10,roofs_top,srf450
srf451,B106,top,0,601353.51,15336434.66,23.01,0.00,0.00,1.00,49.48,roofs,1130708.36,0.00,30.00,2.55,0.00,4.62,5,6,10,roofs_top,srf451
srf452,B106,top,0,601353.88,15336444.66,23.01,0.00,0.00,1.00,42.13,roofs,1131380.17,0.00,30.00,2.55,0.00,3.94,5,6,10,roofs_top,srf452
srf453,B106,top,0,601354.25,15336454.66,23.01,0.00,0.00,1.00,34.79,roofs,1132027.34,0.00,30.00,2.55,0.00,3.25,5,6,10,roofs_top,srf453
srf454,B106,top,0,601354.61,15336464.66,23.01,0.00,0.00,1.00,27.44,roofs,1129705.61,0.00,30.00,2.55,0.00,2.56,5,6,10,roofs_top,srf454
srf455,B106,top,0,601354.98,15336474.66,23.01,0.00,0.00,1.00,20.10,roofs,1127019.30,0.00,30.00,2.55,0.00,1.88,5,6,10,roofs_top,srf455
srf456,B106,top,0,601355.35,15336482.49,23.01,0.00,0.00,1.00,8.07,roofs,1135967.87,0.00,30.00,2.55,0.00,0.75,5,6,10,roofs_top,srf456
