SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf216,B002,top,0,601246.06,15336656.06,21.01,0.00,0.00,1.00,67.79,roofs,1131696.84,0.00,30.00,2.55,0.00,6.33,5,6,10,roofs_top,srf216
srf217,B002,top,0,601246.42,15336666.06,21.01,0.00,0.00,1.00,75.99,roofs,1130594.21,0.00,30.00,2.55,0.00,7.10,5,6,10,roofs_top,srf217
srf218,B002,top,0,601246.78,15336676.06,21.01,0.00,0.00,1.00,83.14,roofs,1132994.89,0.00,30.00,2.55,0.00,7.76,5,6,10,roofs_top,srf218
srf219,B002,top,0,601247.14,15336686.06,21.01,0.00,0.00,1.00,90.29,roofs,1139054.14,0.00,30.00,2.55,0.00,8.43,5,6,10,roofs_top,srf219
srf220,B002,top,0,601247.44,15336695.78,21.01,0.00,0.00,1.00,87.47,roofs,1184162.59,0.00,30.00,2.55,0.00,8.17,5,6,10,roofs_top,srf220
srf221,B002,top,0,601240.16,15336656.22,21.01,0.00,0.00,1.00,41.40,roofs,1131045.52,0.00,30.00,2.55,0.00,3.87,5,6,10,roofs_top,srf221
srf222,B002,top,0,601240.41,15336666.06,21.01,0.00,0.00,1.00,38.11,roofs,1129923.76,0.00,30.00,2.55,0.00,3.56,5,6,10,roofs_top,srf222
srf223,B002,top,0,601240.67,15336676.06,21.01,0.00,0.00,1.00,32.84,roofs,1131667.25,0.00,30.00,2.55,0.00,3.07,5,6,10,roofs_top,srf223
srf224,B002,top,0,601240.93,15336686.06,21.01,0.00,0.00,1.00,27.57,roofs,1140571.07,0.00,30.00,2.55,0.00,2.57,5,6,10,roofs_top,srf224
srf225,B002,top,0,601241.20,15336695.87,21.01,0.00,0.00,1.00,21.37,roofs,1206176.01,0.00,30.00,2.55,0.00,2.00,5,6,10,roofs_top,srf225
