SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf108,B129,top,0,601567.50,15336504.51,9.01,0.00,0.00,1.00,60.01,roofs,1115317.32,0.00,30.00,2.55,0.00,5.60,5,6,10,roofs_top,srf108
srf109,B129,top,0,601567.88,15336513.11,9.01,0.00,0.00,1.00,94.04,roofs,1121653.74,0.00,30.00,2.55,0.00,8.78,5,6,10,roofs_top,srf109
srf110,B129,top,0,601567.99,15336519.96,9.01,0.00,0.00,1.00,32.20,roofs,1128629.39,0.00,30.00,2.55,0.00,3.01,5,6,10,roofs_top,srf110
srf111,B129,top,0,601557.99,15336504.87,9.01,0.00,0.00,1.00,60.48,roofs,1107303.81,0.00,30.00,2.55,0.00,5.65,5,6,10,roofs_top,srf111
srf112,B129,top,0,601557.99,15336513.11,9.01,0.00,0.00,1.00,100.00,roofs,1126314.40,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf112
srf113,B129,top,0,601557.99,15336520.40,9.01,0.00,0.00,1.00,41.29,roofs,1129037.09,0.00,30.00,2.55,0.00,3.86,5,6,10,roofs_top,srf113
srf114,B129,top,0,601547.99,15336505.31,9.01,0.00,0.00,1.00,51.82,roofs,1108980.31,0.00,30.00,2.55,0.00,4.84,5,6,10,roofs_top,srf114
srf115,B129,top,0,601547.99,15336513.11,9.01,0.00,0.00,1.00,100.00,roofs,1119502.67,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf115
srf116,B129,top,0,601547.99,15336520.84,9.01,0.00,0.00,1.00,50.07,roofs,1121493.70,0.00,30.00,2.55,0.00,4.68,5,6,10,roofs_top,srf116
srf117,B129,top,0,601537.99,15336505.74,9.01,0.00,0.00,1.00,43.15,roofs,1094273.63,0.00,30.00,2.55,0.00,4.03,5,6,10,roofs_top,srf117
srf118,B129,top,0,601537.99,15336513.11,9.01,0.00,0.00,1.00,100.00,roofs,1106779.58,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf118
srf119,B129,top,0,601537.99,15336521.28,9.01,0.00,0.00,1.00,58.85,roofs,1116016.72,0.00,30.00,2.55,0.00,5.50,5,6,10,roofs_top,srf119
srf120,B129,top,0,601527.99,15336506.17,9.01,0.00,0.00,1.00,34.48,roofs,1096126.71,0.00,30.00,2.55,0.00,3.22,5,6,10,roofs_top,srf120
srf121,B129,top,0,601527.99,15336513.11,9.01,0.00,0.00,1.00,100.00,roofs,1101205.10,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf121
srf122,B129,top,0,601527.99,15336521.72,9.01,0.00,0.00,1.00,67.64,roofs,1111162.42,0.00,30.00,2.55,0.00,6.32,5,6,10,roofs_top,srf122
srf124,B129,top,0,601517.99,15336503.11,9.01,0.00,0.00,1.00,50.05,roofs,1064888.75,0.00,30.00,2.55,0.00,4.67,5,6,10,roofs_top,srf124
srf125,B129,top,0,601517.99,15336513.11,9.01,0.00,0.00,1.00,100.00,roofs,1102826.29,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf125
srf126,B129,top,0,601517.99,15336522.15,9.01,0.00,0.00,1.00,76.42,roofs,1114072.34,0.00,30.00,2.55,0.00,7.14,5,6,10,roofs_top,srf126
srf128,B129,top,0,601509.30,15336503.11,9.01,0.00,0.00,1.00,69.77,roofs,1061829.92,0.00,30.00,2.55,0.00,6.52,5,6,10,roofs_top,srf128
srf129,B129,top,0,601509.70,15336513.11,9.01,0.00,0.00,1.00,61.76,roofs,1089543.91,0.00,30.00,2.55,0.00,5.77,5,6,10,roofs_top,srf129
srf130,B129,top,0,601510.10,15336522.38,9.01,0.00,0.00,1.00,45.20,roofs,1109384.41,0.00,30.00,2.55,0.00,4.22,5,6,10,roofs_top,srf130
