SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf378,B055,top,0,601342.25,15336560.85,22.01,0.00,0.00,1.00,69.78,roofs,1128041.92,0.00,30.00,2.55,0.00,6.52,5,6,10,roofs_top,srf378
srf379,B055,top,0,601342.64,15336570.85,22.01,0.00,0.00,1.00,79.33,roofs,1126540.61,0.00,30.00,2.55,0.00,7.41,5,6,10,roofs_top,srf379
srf380,B055,top,0,601343.03,15336580.85,22.01,0.00,0.00,1.00,87.08,roofs,1129229.00,0.00,30.00,2.55,0.00,8.13,5,6,10,roofs_top,srf380
srf381,B055,top,0,601343.42,15336590.85,22.01,0.00,0.00,1.00,94.84,roofs,1129625.86,0.00,30.00,2.55,0.00,8.86,5,6,10,roofs_top,srf381
srf382,B055,top,0,601343.48,15336596.98,22.01,0.00,0.00,1.00,19.53,roofs,1130628.48,0.00,30.00,2.55,0.00,1.82,5,6,10,roofs_top,srf382
srf383,B055,top,0,601333.48,15336561.11,22.01,0.00,0.00,1.00,90.77,roofs,1127251.36,0.00,30.00,2.55,0.00,8.48,5,6,10,roofs_top,srf383
srf384,B055,top,0,601333.48,15336570.85,22.01,0.00,0.00,1.00,89.18,roofs,1129142.99,0.00,30.00,2.55,0.00,8.33,5,6,10,roofs_top,srf384
srf385,B055,top,0,601335.03,15336580.85,22.01,0.00,0.00,1.00,63.63,roofs,1129862.89,0.00,30.00,2.55,0.00,5.94,5,6,10,roofs_top,srf385
srf386,B055,top,0,601335.57,15336590.85,22.01,0.00,0.00,1.00,52.89,roofs,1129895.76,0.00,30.00,2.55,0.00,4.94,5,6,10,roofs_top,srf386
srf387,B055,top,0,601336.11,15336597.11,22.01,0.00,0.00,1.00,11.10,roofs,1130176.64,0.00,30.00,2.55,0.00,1.04,5,6,10,roofs_top,srf387
srf388,B055,top,0,601323.48,15336561.50,22.01,0.00,0.00,1.00,82.89,roofs,1128538.60,0.00,30.00,2.55,0.00,7.74,5,6,10,roofs_top,srf388
srf389,B055,top,0,601323.52,15336568.85,22.01,0.00,0.00,1.00,49.83,roofs,1129348.85,0.00,30.00,2.55,0.00,4.65,5,6,10,roofs_top,srf389
srf390,B055,top,0,601318.22,15336561.40,22.01,0.00,0.00,1.00,1.84,roofs,1128972.54,0.00,30.00,2.55,0.00,0.17,5,6,10,roofs_top,srf390
