SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf163,B093,top,0,601811.31,15336571.85,11.01,0.00,0.00,1.00,94.52,roofs,1053138.82,0.00,30.00,2.55,0.00,8.83,5,6,10,roofs_top,srf163
srf164,B093,top,0,601811.38,15336578.06,11.01,0.00,0.00,1.00,20.15,roofs,1087006.81,0.00,30.00,2.55,0.00,1.88,5,6,10,roofs_top,srf164
srf166,B093,top,0,601801.38,15336571.85,11.01,0.00,0.00,1.00,63.63,roofs,1075657.65,0.00,30.00,2.55,0.00,5.94,5,6,10,roofs_top,srf166
srf167,B093,top,0,601801.38,15336578.47,11.01,0.00,0.00,1.00,28.40,roofs,1100241.44,0.00,30.00,2.55,0.00,2.65,5,6,10,roofs_top,srf167
srf168,B093,top,0,601791.38,15336575.20,11.01,0.00,0.00,1.00,28.73,roofs,1104714.13,0.00,30.00,2.55,0.00,2.68,5,6,10,roofs_top,srf168
srf169,B093,top,0,601791.38,15336578.88,11.01,0.00,0.00,1.00,36.55,roofs,1115767.54,0.00,30.00,2.55,0.00,3.41,5,6,10,roofs_top,srf169
srf170,B093,top,0,601776.69,15336563.66,11.01,0.00,0.00,1.00,1.99,roofs,1104709.51,0.00,30.00,2.55,0.00,0.19,5,6,10,roofs_top,srf170
srf171,B093,top,0,601781.38,15336571.85,11.01,0.00,0.00,1.00,29.00,roofs,1118377.39,0.00,30.00,2.55,0.00,2.71,5,6,10,roofs_top,srf171
srf172,B093,top,0,601781.38,15336579.28,11.01,0.00,0.00,1.00,44.69,roofs,1118560.77,0.00,30.00,2.55,0.00,4.17,5,6,10,roofs_top,srf172
srf173,B093,top,0,601773.46,15336563.41,11.01,0.00,0.00,1.00,37.09,roofs,1107727.20,0.00,30.00,2.55,0.00,3.46,5,6,10,roofs_top,srf173
srf174,B093,top,0,601773.72,15336571.85,11.01,0.00,0.00,1.00,49.07,roofs,1114037.97,0.00,30.00,2.55,0.00,4.58,5,6,10,roofs_top,srf174
srf175,B093,top,0,601774.13,15336579.45,11.01,0.00,0.00,1.00,21.67,roofs,1113299.79,0.00,30.00,2.55,0.00,2.02,5,6,10,roofs_top,srf175
