SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf486,B094,top,0,601266.52,15336475.85,20.01,0.00,0.00,1.00,41.24,roofs,1056092.13,0.00,30.00,2.55,0.00,3.85,5,6,10,roofs_top,srf486
srf487,B094,top,0,601266.93,15336485.85,20.01,0.00,0.00,1.00,50.05,roofs,1126218.14,0.00,30.00,2.55,0.00,4.67,5,6,10,roofs_top,srf487
srf488,B094,top,0,601267.34,15336495.85,20.01,0.00,0.00,1.00,58.29,roofs,1128546.24,0.00,30.00,2.55,0.00,5.44,5,6,10,roofs_top,srf488
srf489,B094,top,0,601267.75,15336505.85,20.01,0.00,0.00,1.00,66.53,roofs,1129605.33,0.00,30.00,2.55,0.00,6.21,5,6,10,roofs_top,srf489
srf490,B094,top,0,601268.16,15336515.85,20.01,0.00,0.00,1.00,74.77,roofs,1129833.46,0.00,30.00,2.55,0.00,6.98,5,6,10,roofs_top,srf490
srf491,B094,top,0,601268.58,15336525.85,20.01,0.00,0.00,1.00,83.01,roofs,1129936.78,0.00,30.00,2.55,0.00,7.75,5,6,10,roofs_top,srf491
srf492,B094,top,0,601268.99,15336535.85,20.01,0.00,0.00,1.00,91.24,roofs,1129302.99,0.00,30.00,2.55,0.00,8.52,5,6,10,roofs_top,srf492
srf493,B094,top,0,601269.22,15336544.09,20.01,0.00,0.00,1.00,59.22,roofs,1127727.31,0.00,30.00,2.55,0.00,5.53,5,6,10,roofs_top,srf493
srf494,B094,top,0,601260.63,15336476.00,20.01,0.00,0.00,1.00,64.09,roofs,1038261.80,0.00,30.00,2.55,0.00,5.99,5,6,10,roofs_top,srf494
srf495,B094,top,0,601261.01,15336485.85,20.01,0.00,0.00,1.00,60.01,roofs,1130457.93,0.00,30.00,2.55,0.00,5.60,5,6,10,roofs_top,srf495
srf496,B094,top,0,601261.43,15336495.85,20.01,0.00,0.00,1.00,51.65,roofs,1130405.86,0.00,30.00,2.55,0.00,4.82,5,6,10,roofs_top,srf496
srf497,B094,top,0,601261.85,15336505.85,20.01,0.00,0.00,1.00,43.29,roofs,1130371.92,0.00,30.00,2.55,0.00,4.04,5,6,10,roofs_top,srf497
srf498,B094,top,0,601262.26,15336515.85,20.01,0.00,0.00,1.00,34.93,roofs,1128740.71,0.00,30.00,2.55,0.00,3.26,5,6,10,roofs_top,srf498
srf499,B094,top,0,601262.68,15336525.85,20.01,0.00,0.00,1.00,26.56,roofs,1129881.82,0.00,30.00,2.55,0.00,2.48,5,6,10,roofs_top,srf499
srf500,B094,top,0,601259.22,15336535.85,20.01,0.00,0.00,1.00,52.06,roofs,1128743.64,0.00,30.00,2.55,0.00,4.86,5,6,10,roofs_top,srf500
srf501,B094,top,0,601259.22,15336544.51,20.01,0.00,0.00,1.00,69.02,roofs,1128215.81,0.00,30.00,2.55,0.00,6.45,5,6,10,roofs_top,srf501
srf502,B094,top,0,601249.22,15336539.00,20.01,0.00,0.00,1.00,33.10,roofs,1128700.24,0.00,30.00,2.55,0.00,3.09,5,6,10,roofs_top,srf502
srf503,B094,top,0,601249.22,15336544.94,20.01,0.00,0.00,1.00,77.52,roofs,1128883.80,0.00,30.00,2.55,0.00,7.24,5,6,10,roofs_top,srf503
srf504,B094,top,0,601234.34,15336488.68,20.01,0.00,0.00,1.00,0.54,roofs,1128656.96,0.00,30.00,2.55,0.00,0.05,5,6,10,roofs_top,srf504
srf505,B094,top,0,601234.63,15336495.85,20.01,0.00,0.00,1.00,5.30,roofs,1130818.33,0.00,30.00,2.55,0.00,0.50,5,6,10,roofs_top,srf505
srf506,B094,top,0,601234.91,15336505.85,20.01,0.00,0.00,1.00,10.97,roofs,1129027.22,0.00,30.00,2.55,0.00,1.02,5,6,10,roofs_top,srf506
srf507,B094,top,0,601235.19,15336515.85,20.01,0.00,0.00,1.00,16.64,roofs,1129414.11,0.00,30.00,2.55,0.00,1.55,5,6,10,roofs_top,srf507
srf508,B094,top,0,601235.48,15336525.85,20.01,0.00,0.00,1.00,22.31,roofs,1128804.89,0.00,30.00,2.55,0.00,2.08,5,6,10,roofs_top,srf508
srf509,B094,top,0,601239.22,15336535.85,20.01,0.00,0.00,1.00,46.51,roofs,1128470.07,0.00,30.00,2.55,0.00,4.34,5,6,10,roofs_top,srf509
srf510,B094,top,0,601239.22,15336545.36,20.01,0.00,0.00,1.00,86.02,roofs,1130076.73,0.00,30.00,2.55,0.00,8.03,5,6,10,roofs_top,srf510
srf511,B094,top,0,601229.06,15336477.33,20.01,0.00,0.00,1.00,60.42,roofs,933983.04,0.00,30.00,2.55,0.00,5.64,5,6,9,roofs_top,srf511
srf512,B094,top,0,601229.22,15336485.85,20.01,0.00,0.00,1.00,99.09,roofs,1130336.35,0.00,30.00,2.55,0.00,9.25,5,6,10,roofs_top,srf512
srf513,B094,top,0,601229.22,15336495.85,20.01,0.00,0.00,1.00,100.00,roofs,1129722.37,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf513
srf514,B094,top,0,601229.22,15336505.85,20.01,0.00,0.00,1.00,100.00,roofs,1128751.18,0.00,30.00,2.55,0.00,9.34,5,6,10,roofs_top,srf514
srf515,B094,top,0,601229.22,15336515.85,20.01,0.00,0.00,1.00,99.57,roofs,1128695.18,0.00,30.00,2.55,0.00,9.30,5,6,10,roofs_top,srf515
srf516,B094,top,0,601229.35,15336525.85,20.01,0.00,0.00,1.00,93.44,roofs,1128963.38,0.00,30.00,2.55,0.00,8.73,5,6,10,roofs_top,srf516
srf517,B094,top,0,601229.75,15336535.85,20.01,0.00,0.00,1.00,85.54,roofs,1128782.54,0.00,30.00,2.55,0.00,7.99,5,6,10,roofs_top,srf517
srf518,B094,top,0,601230.14,15336545.68,20.01,0.00,0.00,1.00,72.78,roofs,1129350.55,0.00,30.00,2.55,0.00,6.80,5,6,10,roofs_top,srf518
srf519,B094,top,0,601222.53,15336477.66,20.01,0.00,0.00,1.00,19.62,roofs,946517.08,0.00,30.00,2.55,0.00,1.83,5,6,9,roofs_top,srf519
srf520,B094,top,0,601222.77,15336485.85,20.01,0.00,0.00,1.00,25.02,roofs,1129384.66,0.00,30.00,2.55,0.00,2.34,5,6,10,roofs_top,srf520
srf521,B094,top,0,601223.17,15336495.85,20.01,0.00,0.00,1.00,17.13,roofs,1129030.12,0.00,30.00,2.55,0.00,1.60,5,6,10,roofs_top,srf521
srf522,B094,top,0,601223.56,15336505.85,20.01,0.00,0.00,1.00,9.23,roofs,1128670.88,0.00,30.00,2.55,0.00,0.86,5,6,10,roofs_top,srf522
srf523,B094,top,0,601223.96,15336514.20,20.01,0.00,0.00,1.00,1.77,roofs,1129068.09,0.00,30.00,2.55,0.00,0.16,5,6,10,roofs_top,srf523
