,HWB,Heizlast,KWB,Kühllast,Strombedarf,maxLeistung
148,64.52452997004539,33.52991435481018,0.0,0.0,17.38919238924794,18.258
149,66.36726115917786,34.18611235613325,0.0,0.0,17.38919238924794,18.258
150,57.51087404389897,31.367533633067026,0.0,0.0,17.38919238924794,18.258
151,66.07679062173908,33.96673988863159,0.0,0.0,17.38919238924794,18.258
152,84.06241776077444,39.740505656512966,0.0,0.0,17.38919238924794,18.258
153,121.18808425260752,55.674952658631156,0.0,0.0,17.38919238924794,18.258
154,103.93363393832556,44.3754141951992,0.0,0.0,17.38919238924794,18.258
155,101.81094028348949,43.676177378717846,0.0,0.0,17.38919238924794,18.258
156,97.74891276775959,42.15646149632254,0.0,0.0,17.38919238924794,18.258
157,87.18866267487736,39.36497616566778,0.0,0.0,17.38919238924794,18.258
158,104.81575325363595,44.717578893338356,0.0,0.0,17.38919238924794,18.258
159,126.51651934178676,49.45828706170972,0.0,0.0,17.38919238924794,18.258
160,90.56012976313892,35.00687839238765,0.0,0.0,17.38919238924794,18.258
161,77.89972938291358,32.26253062229111,0.0,0.0,17.38919238924794,18.258
162,86.61289914514943,34.42593971122236,0.0,0.0,17.38919238924794,18.258
163,83.87845433544578,39.362746914724084,0.0,0.0,17.38919238924794,18.258
164,82.08185484246239,38.54425807948078,0.0,0.0,17.38919238924794,18.258
165,96.24841686132302,43.1509836369176,0.0,0.0,17.38919238924794,18.258
166,45.891728373236745,24.956003740197584,0.0,0.0,17.38919238924794,18.258
167,100.59221554563955,43.62686723790231,0.0,0.0,17.38919238924794,18.258
168,90.15793248794674,41.44411325864205,0.0,0.0,17.38919238924794,18.258
169,79.72506414653682,37.62820191068949,0.0,0.0,17.38919238924794,18.258
170,110.63704135473415,46.50304524283247,0.0,0.0,17.38919238924794,18.258
171,61.54253214816517,32.125279120027,0.0,0.0,17.38919238924794,18.258
172,70.25585110887219,35.12911927915099,0.0,0.0,17.38919238924794,18.258
173,98.26023278445227,43.0705157667431,0.0,0.0,17.38919238924794,18.258
174,106.44961997902652,45.95561853168917,0.0,0.0,17.38919238924794,18.258
175,56.992861103116105,31.317025009853193,0.0,0.0,17.38919238924794,18.258
176,75.42654585145885,31.50347355516204,0.0,0.0,17.38919238924794,18.258
177,93.00106458790964,45.13408331957794,0.0,0.0,17.38919238924794,18.258
