SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf378,B096,top,0,601262.32,15336441.69,23.01,0.00,0.00,1.00,72.50,roofs,1129658.02,0.00,30.00,2.55,0.00,27.08,5,6,10,roofs_top,srf378
srf379,B096,top,0,601262.71,15336451.69,23.01,0.00,0.00,1.00,85.24,roofs,1129611.95,0.00,30.00,2.55,0.00,31.84,5,6,10,roofs_top,srf379
srf380,B096,top,0,601263.09,15336461.69,23.01,0.00,0.00,1.00,92.94,roofs,1130079.41,0.00,30.00,2.55,0.00,34.72,5,6,10,roofs_top,srf380
srf381,B096,top,0,601263.25,15336469.17,23.01,0.00,0.00,1.00,44.99,roofs,1130772.58,0.00,30.00,2.55,0.00,16.81,5,6,10,roofs_top,srf381
srf382,B096,top,0,601253.25,15336442.37,23.01,0.00,0.00,1.00,77.03,roofs,1129482.99,0.00,30.00,2.55,0.00,28.78,5,6,10,roofs_top,srf382
srf383,B096,top,0,601253.25,15336451.69,23.01,0.00,0.00,1.00,81.34,roofs,1130196.88,0.00,30.00,2.55,0.00,30.39,5,6,10,roofs_top,srf383
srf384,B096,top,0,601256.43,15336461.69,23.01,0.00,0.00,1.00,36.42,roofs,1130092.02,0.00,30.00,2.55,0.00,13.60,5,6,10,roofs_top,srf384
srf385,B096,top,0,601256.44,15336469.32,23.01,0.00,0.00,1.00,18.58,roofs,1130531.33,0.00,30.00,2.55,0.00,6.94,5,6,10,roofs_top,srf385
srf386,B096,top,0,601244.01,15336443.30,23.01,0.00,0.00,1.00,47.67,roofs,1129549.28,0.00,30.00,2.55,0.00,17.81,5,6,10,roofs_top,srf386
srf387,B096,top,0,601244.62,15336451.14,23.01,0.00,0.00,1.00,52.52,roofs,1130031.53,0.00,30.00,2.55,0.00,19.62,5,6,10,roofs_top,srf387
