SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf216,B035,top,0,601679.79,15336630.11,16.01,0.00,0.00,1.00,66.50,roofs,923154.30,0.00,30.00,2.55,0.00,24.84,5,6,9,roofs_top,srf216
srf217,B035,top,0,601680.22,15336640.11,16.01,0.00,0.00,1.00,76.21,roofs,1100928.88,0.00,30.00,2.55,0.00,28.47,5,6,10,roofs_top,srf217
srf218,B035,top,0,601680.65,15336650.11,16.01,0.00,0.00,1.00,84.79,roofs,1124461.60,0.00,30.00,2.55,0.00,31.67,5,6,10,roofs_top,srf218
srf219,B035,top,0,601681.08,15336660.11,16.01,0.00,0.00,1.00,93.37,roofs,1126131.08,0.00,30.00,2.55,0.00,34.88,5,6,10,roofs_top,srf219
srf220,B035,top,0,601681.19,15336666.89,16.01,0.00,0.00,1.00,31.15,roofs,1129616.16,0.00,30.00,2.55,0.00,11.64,5,6,10,roofs_top,srf220
srf221,B035,top,0,601672.88,15336630.28,16.01,0.00,0.00,1.00,58.93,roofs,865876.71,0.00,30.00,2.55,0.00,22.02,5,6,8,roofs_top,srf221
srf222,B035,top,0,601673.28,15336640.11,16.01,0.00,0.00,1.00,53.88,roofs,1095215.65,0.00,30.00,2.55,0.00,20.13,5,6,10,roofs_top,srf222
srf223,B035,top,0,601673.72,15336650.11,16.01,0.00,0.00,1.00,45.24,roofs,1121010.70,0.00,30.00,2.55,0.00,16.90,5,6,10,roofs_top,srf223
srf224,B035,top,0,601674.15,15336660.11,16.01,0.00,0.00,1.00,36.59,roofs,1125488.02,0.00,30.00,2.55,0.00,13.67,5,6,10,roofs_top,srf224
srf225,B035,top,0,601674.58,15336667.01,16.01,0.00,0.00,1.00,11.32,roofs,1129208.60,0.00,30.00,2.55,0.00,4.23,5,6,10,roofs_top,srf225
