SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf702,B176,top,0,601790.65,15336329.14,20.01,0.00,0.00,1.00,42.80,roofs,1129752.62,0.00,30.00,2.55,0.00,15.99,5,6,10,roofs_top,srf702
srf703,B176,top,0,601790.95,15336338.17,20.01,0.00,0.00,1.00,43.77,roofs,1129415.65,0.00,30.00,2.55,0.00,16.35,5,6,10,roofs_top,srf703
srf704,B176,top,0,601792.53,15336380.74,20.01,0.00,0.00,1.00,57.98,roofs,1127932.94,0.00,30.00,2.55,0.00,21.66,5,6,10,roofs_top,srf704
srf705,B176,top,0,601792.97,15336389.14,20.01,0.00,0.00,1.00,94.63,roofs,1127566.93,0.00,30.00,2.55,0.00,35.35,5,6,10,roofs_top,srf705
srf706,B176,top,0,601790.37,15336394.35,20.01,0.00,0.00,1.00,1.00,roofs,1127787.37,0.00,30.00,2.55,0.00,0.37,5,6,10,roofs_top,srf706
srf707,B176,top,0,601782.97,15336329.22,20.01,0.00,0.00,1.00,88.02,roofs,1129513.66,0.00,30.00,2.55,0.00,32.88,5,6,10,roofs_top,srf707
srf708,B176,top,0,601782.97,15336339.14,20.01,0.00,0.00,1.00,87.93,roofs,1129662.95,0.00,30.00,2.55,0.00,32.85,5,6,10,roofs_top,srf708
srf709,B176,top,0,601779.40,15336349.14,20.01,0.00,0.00,1.00,23.93,roofs,1129515.15,0.00,30.00,2.55,0.00,8.94,5,6,10,roofs_top,srf709
srf710,B176,top,0,601779.87,15336359.14,20.01,0.00,0.00,1.00,33.28,roofs,1128887.80,0.00,30.00,2.55,0.00,12.43,5,6,10,roofs_top,srf710
srf711,B176,top,0,601780.34,15336369.14,20.01,0.00,0.00,1.00,42.64,roofs,1128777.08,0.00,30.00,2.55,0.00,15.93,5,6,10,roofs_top,srf711
srf712,B176,top,0,601782.97,15336379.14,20.01,0.00,0.00,1.00,80.80,roofs,1128384.71,0.00,30.00,2.55,0.00,30.18,5,6,10,roofs_top,srf712
srf713,B176,top,0,601782.97,15336389.14,20.01,0.00,0.00,1.00,100.00,roofs,1127655.82,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf713
srf714,B176,top,0,601782.97,15336394.78,20.01,0.00,0.00,1.00,8.55,roofs,1128420.81,0.00,30.00,2.55,0.00,3.19,5,6,10,roofs_top,srf714
srf715,B176,top,0,601772.97,15336330.25,20.01,0.00,0.00,1.00,67.40,roofs,1129575.79,0.00,30.00,2.55,0.00,25.18,5,6,10,roofs_top,srf715
srf716,B176,top,0,601772.97,15336339.14,20.01,0.00,0.00,1.00,100.00,roofs,1129338.41,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf716
srf717,B176,top,0,601772.97,15336349.14,20.01,0.00,0.00,1.00,100.00,roofs,1129199.06,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf717
srf718,B176,top,0,601772.97,15336359.14,20.01,0.00,0.00,1.00,100.00,roofs,1128810.27,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf718
srf719,B176,top,0,601772.97,15336369.14,20.01,0.00,0.00,1.00,100.00,roofs,1129014.21,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf719
srf720,B176,top,0,601772.97,15336379.14,20.01,0.00,0.00,1.00,100.00,roofs,1129275.39,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf720
srf721,B176,top,0,601772.97,15336389.14,20.01,0.00,0.00,1.00,100.00,roofs,1129074.10,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf721
srf722,B176,top,0,601772.97,15336395.22,20.01,0.00,0.00,1.00,17.29,roofs,1128945.68,0.00,30.00,2.55,0.00,6.46,5,6,10,roofs_top,srf722
srf723,B176,top,0,601762.97,15336331.28,20.01,0.00,0.00,1.00,46.77,roofs,1129788.79,0.00,30.00,2.55,0.00,17.47,5,6,10,roofs_top,srf723
srf724,B176,top,0,601762.97,15336339.14,20.01,0.00,0.00,1.00,100.00,roofs,1128945.09,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf724
srf725,B176,top,0,601762.97,15336349.14,20.01,0.00,0.00,1.00,55.56,roofs,1128526.09,0.00,30.00,2.55,0.00,20.76,5,6,10,roofs_top,srf725
srf726,B176,top,0,601765.85,15336359.14,20.01,0.00,0.00,1.00,37.58,roofs,1128837.04,0.00,30.00,2.55,0.00,14.04,5,6,10,roofs_top,srf726
srf727,B176,top,0,601766.34,15336369.14,20.01,0.00,0.00,1.00,27.87,roofs,1128814.91,0.00,30.00,2.55,0.00,10.41,5,6,10,roofs_top,srf727
srf728,B176,top,0,601762.97,15336379.14,20.01,0.00,0.00,1.00,47.90,roofs,1129396.77,0.00,30.00,2.55,0.00,17.89,5,6,10,roofs_top,srf728
srf729,B176,top,0,601762.97,15336389.14,20.01,0.00,0.00,1.00,100.00,roofs,1128982.90,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf729
srf730,B176,top,0,601762.97,15336395.66,20.01,0.00,0.00,1.00,26.03,roofs,1128745.38,0.00,30.00,2.55,0.00,9.72,5,6,10,roofs_top,srf730
srf731,B176,top,0,601753.26,15336332.32,20.01,0.00,0.00,1.00,25.06,roofs,1130113.22,0.00,30.00,2.55,0.00,9.36,5,6,10,roofs_top,srf731
srf732,B176,top,0,601753.34,15336339.14,20.01,0.00,0.00,1.00,87.68,roofs,1129947.95,0.00,30.00,2.55,0.00,32.75,5,6,10,roofs_top,srf732
srf733,B176,top,0,601753.83,15336345.33,20.01,0.00,0.00,1.00,17.34,roofs,1129954.03,0.00,30.00,2.55,0.00,6.48,5,6,10,roofs_top,srf733
srf734,B176,top,0,601755.82,15336382.55,20.01,0.00,0.00,1.00,12.65,roofs,1130010.08,0.00,30.00,2.55,0.00,4.72,5,6,10,roofs_top,srf734
srf735,B176,top,0,601755.93,15336389.14,20.01,0.00,0.00,1.00,36.70,roofs,1129814.39,0.00,30.00,2.55,0.00,13.71,5,6,10,roofs_top,srf735
srf736,B176,top,0,601756.34,15336395.79,20.01,0.00,0.00,1.00,9.93,roofs,1129274.68,0.00,30.00,2.55,0.00,3.71,5,6,10,roofs_top,srf736
