SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf540,B080,top,0,601729.47,15336559.99,21.01,0.00,0.00,1.00,74.74,roofs,1129136.45,0.00,30.00,2.55,0.00,27.92,5,6,10,roofs_top,srf540
srf541,B080,top,0,601729.53,15336566.09,21.01,0.00,0.00,1.00,15.15,roofs,1129383.65,0.00,30.00,2.55,0.00,5.66,5,6,10,roofs_top,srf541
srf542,B080,top,0,601730.01,15336574.41,21.01,0.00,0.00,1.00,7.40,roofs,1129449.85,0.00,30.00,2.55,0.00,2.76,5,6,10,roofs_top,srf542
srf543,B080,top,0,601730.38,15336579.99,21.01,0.00,0.00,1.00,95.90,roofs,1129797.83,0.00,30.00,2.55,0.00,35.83,5,6,10,roofs_top,srf543
srf544,B080,top,0,601730.40,15336585.65,21.01,0.00,0.00,1.00,8.93,roofs,1129481.05,0.00,30.00,2.55,0.00,3.34,5,6,10,roofs_top,srf544
srf545,B080,top,0,601720.40,15336560.33,21.01,0.00,0.00,1.00,88.85,roofs,1129722.34,0.00,30.00,2.55,0.00,33.19,5,6,10,roofs_top,srf545
srf546,B080,top,0,601720.40,15336569.99,21.01,0.00,0.00,1.00,55.83,roofs,1129762.42,0.00,30.00,2.55,0.00,20.86,5,6,10,roofs_top,srf546
srf547,B080,top,0,601720.40,15336579.99,21.01,0.00,0.00,1.00,95.33,roofs,1129789.22,0.00,30.00,2.55,0.00,35.61,5,6,10,roofs_top,srf547
srf548,B080,top,0,601720.83,15336586.02,21.01,0.00,0.00,1.00,15.25,roofs,1129535.25,0.00,30.00,2.55,0.00,5.70,5,6,10,roofs_top,srf548
srf549,B080,top,0,601714.64,15336560.78,21.01,0.00,0.00,1.00,10.25,roofs,1128447.71,0.00,30.00,2.55,0.00,3.83,5,6,10,roofs_top,srf549
srf550,B080,top,0,601714.94,15336566.53,21.01,0.00,0.00,1.00,2.47,roofs,1128652.03,0.00,30.00,2.55,0.00,0.92,5,6,10,roofs_top,srf550
srf551,B080,top,0,601715.35,15336575.93,21.01,0.00,0.00,1.00,0.05,roofs,1124826.06,0.00,30.00,2.55,0.00,0.02,5,6,10,roofs_top,srf551
