SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf540,B013,top,0,601419.44,15336637.91,18.01,0.00,0.00,1.00,70.66,roofs,1116926.01,0.00,30.00,2.55,0.00,26.40,5,6,10,roofs_top,srf540
srf541,B013,top,0,601419.93,15336647.91,18.01,0.00,0.00,1.00,81.99,roofs,1120432.04,0.00,30.00,2.55,0.00,30.63,5,6,10,roofs_top,srf541
srf542,B013,top,0,601420.42,15336657.91,18.01,0.00,0.00,1.00,91.79,roofs,1122411.64,0.00,30.00,2.55,0.00,34.29,5,6,10,roofs_top,srf542
srf543,B013,top,0,601420.59,15336665.00,18.01,0.00,0.00,1.00,37.27,roofs,1125417.62,0.00,30.00,2.55,0.00,13.92,5,6,10,roofs_top,srf543
srf544,B013,top,0,601410.59,15336638.14,18.01,0.00,0.00,1.00,92.01,roofs,1125721.64,0.00,30.00,2.55,0.00,34.37,5,6,10,roofs_top,srf544
srf545,B013,top,0,601410.59,15336647.91,18.01,0.00,0.00,1.00,75.32,roofs,1126649.47,0.00,30.00,2.55,0.00,28.14,5,6,10,roofs_top,srf545
srf546,B013,top,0,601412.35,15336657.91,18.01,0.00,0.00,1.00,61.40,roofs,1127811.81,0.00,30.00,2.55,0.00,22.94,5,6,10,roofs_top,srf546
srf547,B013,top,0,601412.69,15336665.22,18.01,0.00,0.00,1.00,24.86,roofs,1129944.56,0.00,30.00,2.55,0.00,9.29,5,6,10,roofs_top,srf547
srf548,B013,top,0,601400.59,15336638.48,18.01,0.00,0.00,1.00,85.21,roofs,1128882.63,0.00,30.00,2.55,0.00,31.83,5,6,10,roofs_top,srf548
srf549,B013,top,0,601400.59,15336646.54,18.01,0.00,0.00,1.00,65.61,roofs,1125438.18,0.00,30.00,2.55,0.00,24.51,5,6,10,roofs_top,srf549
srf550,B013,top,0,601390.59,15336638.82,18.01,0.00,0.00,1.00,78.40,roofs,1123609.30,0.00,30.00,2.55,0.00,29.29,5,6,10,roofs_top,srf550
srf551,B013,top,0,601390.59,15336646.92,18.01,0.00,0.00,1.00,73.27,roofs,1122878.48,0.00,30.00,2.55,0.00,27.37,5,6,10,roofs_top,srf551
srf552,B013,top,0,601380.59,15336639.16,18.01,0.00,0.00,1.00,71.59,roofs,1123005.14,0.00,30.00,2.55,0.00,26.74,5,6,10,roofs_top,srf552
srf553,B013,top,0,601380.59,15336647.91,18.01,0.00,0.00,1.00,68.63,roofs,1118014.34,0.00,30.00,2.55,0.00,25.64,5,6,10,roofs_top,srf553
srf554,B013,top,0,601378.38,15336657.91,18.01,0.00,0.00,1.00,51.39,roofs,1120785.89,0.00,30.00,2.55,0.00,19.20,5,6,10,roofs_top,srf554
srf555,B013,top,0,601378.69,15336666.64,18.01,0.00,0.00,1.00,42.86,roofs,1114161.81,0.00,30.00,2.55,0.00,16.01,5,6,10,roofs_top,srf555
srf556,B013,top,0,601371.62,15336639.50,18.01,0.00,0.00,1.00,50.95,roofs,1122458.15,0.00,30.00,2.55,0.00,19.03,5,6,10,roofs_top,srf556
srf557,B013,top,0,601371.78,15336647.91,18.01,0.00,0.00,1.00,73.52,roofs,1110413.06,0.00,30.00,2.55,0.00,27.46,5,6,10,roofs_top,srf557
srf558,B013,top,0,601372.04,15336657.91,18.01,0.00,0.00,1.00,68.33,roofs,1119405.23,0.00,30.00,2.55,0.00,25.53,5,6,10,roofs_top,srf558
srf559,B013,top,0,601372.30,15336666.84,18.01,0.00,0.00,1.00,48.86,roofs,1115519.75,0.00,30.00,2.55,0.00,18.25,5,6,10,roofs_top,srf559
