Date,PV_walls_south_E_kWh,PV_walls_south_m2,PV_walls_north_E_kWh,PV_walls_north_m2,PV_roofs_top_E_kWh,PV_roofs_top_m2,PV_walls_east_E_kWh,PV_walls_east_m2,PV_walls_west_E_kWh,PV_walls_west_m2,E_PV_gen_kWh,radiation_kWh,Area_PV_m2
2016-01-01 00:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 01:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 02:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 03:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 04:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 05:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 06:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 07:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 08:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 09:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 10:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 11:00:00+01:00,0,0,0,0,1.09,108.71,0,0,0,0,1.09,7.46,108.71
2016-01-01 12:00:00+01:00,0,0,0,0,1.68,108.71,0,0,0,0,1.68,11.52,108.71
2016-01-01 13:00:00+01:00,0,0,0,0,1.90,108.71,0,0,0,0,1.90,13.30,108.71
2016-01-01 14:00:00+01:00,0,0,0,0,1.62,108.71,0,0,0,0,1.62,11.23,108.71
2016-01-01 15:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 16:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 17:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 18:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 19:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 20:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 21:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 22:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-01 23:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 00:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 01:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 02:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 03:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 04:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 05:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 06:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 07:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 08:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 09:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 10:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 11:00:00+01:00,0,0,0,0,1.28,108.71,0,0,0,0,1.28,8.74,108.71
2016-01-02 12:00:00+01:00,0,0,0,0,1.82,108.71,0,0,0,0,1.82,12.48,108.71
2016-01-02 13:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 14:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 15:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 16:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 17:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 18:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 19:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 20:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 21:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 22:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-02 23:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 00:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 01:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 02:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 03:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 04:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 05:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 06:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 07:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 08:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 09:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 10:00:00+01:00,0,0,0,0,1.57,108.71,0,0,0,0,1.57,16.20,108.71
2016-01-03 11:00:00+01:00,0,0,0,0,1.99,108.71,0,0,0,0,1.99,14.72,108.71
2016-01-03 12:00:00+01:00,0,0,0,0,2.23,108.71,0,0,0,0,2.23,20.85,108.71
2016-01-03 13:00:00+01:00,0,0,0,0,1.94,108.71,0,0,0,0,1.94,33.59,108.71
2016-01-03 14:00:00+01:00,0,0,0,0,1.71,108.71,0,0,0,0,1.71,18.78,108.71
2016-01-03 15:00:00+01:00,0,0,0,0,1.21,108.71,0,0,0,0,1.21,9.60,108.71
2016-01-03 16:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 17:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 18:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 19:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 20:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 21:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 22:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-03 23:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 00:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 01:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 02:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 03:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 04:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 05:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 06:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 07:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 08:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 09:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 10:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 11:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 12:00:00+01:00,0,0,0,0,0.94,108.71,0,0,0,0,0.94,6.39,108.71
2016-01-04 13:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 14:00:00+01:00,0,0,0,0,0.91,108.71,0,0,0,0,0.91,6.18,108.71
2016-01-04 15:00:00+01:00,0,0,0,0,1.09,108.71,0,0,0,0,1.09,7.45,108.71
2016-01-04 16:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 17:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 18:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 19:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 20:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 21:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 22:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-04 23:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 00:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 01:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 02:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 03:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 04:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 05:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 06:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 07:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 08:00:00+01:00,0,0,0,0,0.00,108.71,0,0,0,0,0.00,0.00,108.71
2016-01-05 09:00:00+01:00,0,0,0,0,0.82,108.71,0,0,0,0,0.82,11.89,108.71
2016-01-05 10:00:00+01:00,0,0,0,0,1.86,108.71,0,0,0,0,1.86,26.41,108.71
2016-01-05 11:00:00+01:00,0,0,0,0,1.98,108.71,0,0,0,0,1.98,19.44,108.71
2016-01-05 12:00:00+01:00,0,0,0,0,2.05,108.71,0,0,0,0,2.05,15.00,108.71
