SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf144,B074,top,0,601652.72,15336565.75,9.01,0.00,0.00,1.00,76.10,roofs,925769.80,0.00,30.00,2.55,0.00,21.32,5,6,10,roofs_top,srf144
srf145,B074,top,0,601653.14,15336575.75,9.01,0.00,0.00,1.00,86.52,roofs,980857.48,0.00,30.00,2.55,0.00,24.24,5,6,10,roofs_top,srf145
srf146,B074,top,0,601653.55,15336585.75,9.01,0.00,0.00,1.00,62.70,roofs,878687.41,0.00,30.00,2.55,0.00,17.57,5,6,9,roofs_top,srf146
srf147,B074,top,0,601655.70,15336591.59,9.01,0.00,0.00,1.00,7.97,roofs,835194.11,0.00,30.00,2.55,0.00,2.23,5,6,9,roofs_top,srf147
srf148,B074,top,0,601643.60,15336566.03,9.01,0.00,0.00,1.00,90.60,roofs,957670.00,0.00,30.00,2.55,0.00,25.39,5,6,10,roofs_top,srf148
srf149,B074,top,0,601643.60,15336575.75,9.01,0.00,0.00,1.00,100.00,roofs,1007394.87,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf149
srf150,B074,top,0,601643.60,15336585.75,9.01,0.00,0.00,1.00,92.90,roofs,904568.34,0.00,30.00,2.55,0.00,26.03,5,6,9,roofs_top,srf150
srf151,B074,top,0,601643.85,15336592.05,9.01,0.00,0.00,1.00,15.36,roofs,900584.95,0.00,30.00,2.55,0.00,4.30,5,6,9,roofs_top,srf151
srf152,B074,top,0,601637.65,15336566.41,9.01,0.00,0.00,1.00,13.11,roofs,939627.38,0.00,30.00,2.55,0.00,3.67,5,6,10,roofs_top,srf152
srf153,B074,top,0,601638.03,15336575.75,9.01,0.00,0.00,1.00,7.13,roofs,973394.40,0.00,30.00,2.55,0.00,2.00,5,6,10,roofs_top,srf153
