SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf432,B005,top,0,601351.89,15336693.69,24.01,0.00,0.00,1.00,78.35,roofs,1084384.09,0.00,30.00,2.55,0.00,21.95,5,6,10,roofs_top,srf432
srf433,B005,top,0,601352.29,15336703.69,24.01,0.00,0.00,1.00,88.77,roofs,1128677.85,0.00,30.00,2.55,0.00,24.87,5,6,10,roofs_top,srf433
srf434,B005,top,0,601352.65,15336713.64,24.01,0.00,0.00,1.00,91.62,roofs,1129320.93,0.00,30.00,2.55,0.00,25.67,5,6,10,roofs_top,srf434
srf435,B005,top,0,601344.05,15336694.01,24.01,0.00,0.00,1.00,63.34,roofs,1078883.04,0.00,30.00,2.55,0.00,17.75,5,6,10,roofs_top,srf435
srf436,B005,top,0,601342.65,15336703.69,24.01,0.00,0.00,1.00,85.35,roofs,1129313.07,0.00,30.00,2.55,0.00,23.91,5,6,10,roofs_top,srf436
srf437,B005,top,0,601342.65,15336713.69,24.01,0.00,0.00,1.00,99.94,roofs,1129299.64,0.00,30.00,2.55,0.00,28.00,5,6,10,roofs_top,srf437
srf438,B005,top,0,601342.03,15336719.04,24.01,0.00,0.00,1.00,3.13,roofs,1129323.13,0.00,30.00,2.55,0.00,0.88,5,6,10,roofs_top,srf438
srf439,B005,top,0,601332.65,15336706.48,24.01,0.00,0.00,1.00,41.03,roofs,1127588.40,0.00,30.00,2.55,0.00,11.49,5,6,10,roofs_top,srf439
srf440,B005,top,0,601332.65,15336713.69,24.01,0.00,0.00,1.00,100.00,roofs,1128256.27,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf440
srf441,B005,top,0,601332.65,15336719.45,24.01,0.00,0.00,1.00,11.21,roofs,1128711.52,0.00,30.00,2.55,0.00,3.14,5,6,10,roofs_top,srf441
srf442,B005,top,0,601322.65,15336706.60,24.01,0.00,0.00,1.00,34.89,roofs,1129701.92,0.00,30.00,2.55,0.00,9.78,5,6,10,roofs_top,srf442
srf443,B005,top,0,601322.65,15336713.69,24.01,0.00,0.00,1.00,100.00,roofs,1130961.15,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf443
srf444,B005,top,0,601322.65,15336719.86,24.01,0.00,0.00,1.00,19.36,roofs,1130408.43,0.00,30.00,2.55,0.00,5.42,5,6,10,roofs_top,srf444
srf445,B005,top,0,601312.46,15336694.99,24.01,0.00,0.00,1.00,66.89,roofs,1052040.17,0.00,30.00,2.55,0.00,18.74,5,6,10,roofs_top,srf445
srf446,B005,top,0,601312.65,15336703.69,24.01,0.00,0.00,1.00,98.89,roofs,1129791.65,0.00,30.00,2.55,0.00,27.71,5,6,10,roofs_top,srf446
srf447,B005,top,0,601312.65,15336713.69,24.01,0.00,0.00,1.00,100.00,roofs,1128869.16,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf447
srf448,B005,top,0,601312.65,15336720.27,24.01,0.00,0.00,1.00,27.50,roofs,1130992.41,0.00,30.00,2.55,0.00,7.71,5,6,10,roofs_top,srf448
srf449,B005,top,0,601304.11,15336695.26,24.01,0.00,0.00,1.00,45.44,roofs,1057381.54,0.00,30.00,2.55,0.00,12.73,5,6,10,roofs_top,srf449
srf450,B005,top,0,601304.37,15336703.69,24.01,0.00,0.00,1.00,61.59,roofs,1128493.22,0.00,30.00,2.55,0.00,17.26,5,6,10,roofs_top,srf450
srf451,B005,top,0,601304.77,15336713.69,24.01,0.00,0.00,1.00,53.45,roofs,1126650.61,0.00,30.00,2.55,0.00,14.97,5,6,10,roofs_top,srf451
srf452,B005,top,0,601305.18,15336720.46,24.01,0.00,0.00,1.00,16.07,roofs,1129058.76,0.00,30.00,2.55,0.00,4.50,5,6,10,roofs_top,srf452
