SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf219,B132,top,0,601572.91,15336423.62,9.01,0.00,0.00,1.00,79.86,roofs,813962.90,0.00,30.00,2.55,0.00,22.38,5,6,8,roofs_top,srf219
srf220,B132,top,0,601573.35,15336433.62,9.01,0.00,0.00,1.00,88.68,roofs,860042.43,0.00,30.00,2.55,0.00,24.84,5,6,8,roofs_top,srf220
srf222,B132,top,0,601568.71,15336468.39,9.01,0.00,0.00,1.00,0.01,roofs,932688.85,0.00,30.00,2.55,0.00,0.00,5,6,9,roofs_top,srf222
srf223,B132,top,0,601569.08,15336473.62,9.01,0.00,0.00,1.00,3.99,roofs,1002436.07,0.00,30.00,2.55,0.00,1.12,5,6,9,roofs_top,srf223
srf224,B132,top,0,601569.25,15336481.04,9.01,0.00,0.00,1.00,4.52,roofs,1058102.62,0.00,30.00,2.55,0.00,1.27,5,6,10,roofs_top,srf224
srf227,B132,top,0,601563.69,15336413.62,9.01,0.00,0.00,1.00,100.00,roofs,965868.20,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf227
srf228,B132,top,0,601563.69,15336423.62,9.01,0.00,0.00,1.00,100.00,roofs,1019965.96,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf228
srf229,B132,top,0,601563.69,15336433.62,9.01,0.00,0.00,1.00,100.00,roofs,1029272.68,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf229
srf233,B132,top,0,601563.69,15336473.62,9.01,0.00,0.00,1.00,100.00,roofs,877623.90,0.00,30.00,2.55,0.00,28.02,5,6,8,roofs_top,srf233
srf234,B132,top,0,601563.69,15336481.47,9.01,0.00,0.00,1.00,52.78,roofs,1027479.38,0.00,30.00,2.55,0.00,14.79,5,6,10,roofs_top,srf234
srf237,B132,top,0,601553.69,15336413.62,9.01,0.00,0.00,1.00,100.00,roofs,986223.08,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf237
srf238,B132,top,0,601553.69,15336423.62,9.01,0.00,0.00,1.00,100.00,roofs,1071281.21,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf238
srf239,B132,top,0,601553.69,15336433.62,9.01,0.00,0.00,1.00,100.00,roofs,1117114.50,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf239
srf244,B132,top,0,601553.69,15336481.90,9.01,0.00,0.00,1.00,61.43,roofs,972647.72,0.00,30.00,2.55,0.00,17.21,5,6,9,roofs_top,srf244
srf246,B132,top,0,601543.69,15336413.62,9.01,0.00,0.00,1.00,100.00,roofs,938107.93,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf246
srf247,B132,top,0,601543.69,15336423.62,9.01,0.00,0.00,1.00,100.00,roofs,1072051.19,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf247
srf248,B132,top,0,601543.69,15336433.62,9.01,0.00,0.00,1.00,100.00,roofs,1091658.78,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf248
srf249,B132,top,0,601543.69,15336443.62,9.01,0.00,0.00,1.00,100.00,roofs,890839.95,0.00,30.00,2.55,0.00,28.02,5,6,8,roofs_top,srf249
srf251,B132,top,0,601543.69,15336463.62,9.01,0.00,0.00,1.00,100.00,roofs,805776.96,0.00,30.00,2.55,0.00,28.02,5,6,8,roofs_top,srf251
srf253,B132,top,0,601543.69,15336482.34,9.01,0.00,0.00,1.00,70.07,roofs,993651.74,0.00,30.00,2.55,0.00,19.63,5,6,9,roofs_top,srf253
srf255,B132,top,0,601533.69,15336413.62,9.01,0.00,0.00,1.00,100.00,roofs,916302.94,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf255
srf256,B132,top,0,601533.69,15336423.62,9.01,0.00,0.00,1.00,100.00,roofs,1040562.75,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf256
srf257,B132,top,0,601533.69,15336433.62,9.01,0.00,0.00,1.00,100.00,roofs,1039083.80,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf257
srf258,B132,top,0,601533.69,15336443.62,9.01,0.00,0.00,1.00,100.00,roofs,997558.36,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf258
srf259,B132,top,0,601533.69,15336453.62,9.01,0.00,0.00,1.00,100.00,roofs,956952.83,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf259
srf260,B132,top,0,601533.69,15336463.62,9.01,0.00,0.00,1.00,100.00,roofs,941466.35,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf260
srf261,B132,top,0,601533.69,15336473.62,9.01,0.00,0.00,1.00,100.00,roofs,940891.19,0.00,30.00,2.55,0.00,28.02,5,6,9,roofs_top,srf261
