SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf1440,B062,top,0,601483.38,15336551.18,26.01,0.00,0.00,1.00,54.36,roofs,1130024.30,0.00,30.00,2.55,0.00,15.23,5,6,10,roofs_top,srf1440
srf1441,B062,top,0,601483.59,15336559.03,26.01,0.00,0.00,1.00,34.95,roofs,1129975.15,0.00,30.00,2.55,0.00,9.79,5,6,10,roofs_top,srf1441
srf1442,B062,top,0,601485.10,15336591.57,26.01,0.00,0.00,1.00,71.33,roofs,1128888.38,0.00,30.00,2.55,0.00,19.99,5,6,10,roofs_top,srf1442
srf1443,B062,top,0,601485.43,15336600.21,26.01,0.00,0.00,1.00,75.21,roofs,1128784.32,0.00,30.00,2.55,0.00,21.07,5,6,10,roofs_top,srf1443
srf1444,B062,top,0,601475.43,15336551.15,26.01,0.00,0.00,1.00,98.93,roofs,1129850.21,0.00,30.00,2.55,0.00,27.72,5,6,10,roofs_top,srf1444
srf1445,B062,top,0,601475.43,15336561.11,26.01,0.00,0.00,1.00,84.56,roofs,1129374.18,0.00,30.00,2.55,0.00,23.69,5,6,10,roofs_top,srf1445
srf1446,B062,top,0,601474.17,15336571.11,26.01,0.00,0.00,1.00,70.80,roofs,1129850.84,0.00,30.00,2.55,0.00,19.84,5,6,10,roofs_top,srf1446
srf1447,B062,top,0,601474.56,15336581.11,26.01,0.00,0.00,1.00,78.67,roofs,1128777.93,0.00,30.00,2.55,0.00,22.04,5,6,10,roofs_top,srf1447
srf1448,B062,top,0,601475.43,15336591.11,26.01,0.00,0.00,1.00,94.59,roofs,1128643.26,0.00,30.00,2.55,0.00,26.50,5,6,10,roofs_top,srf1448
srf1449,B062,top,0,601475.43,15336601.11,26.01,0.00,0.00,1.00,99.43,roofs,1128906.27,0.00,30.00,2.55,0.00,27.86,5,6,10,roofs_top,srf1449
srf1450,B062,top,0,601475.28,15336606.59,26.01,0.00,0.00,1.00,7.79,roofs,1127455.53,0.00,30.00,2.55,0.00,2.18,5,6,10,roofs_top,srf1450
srf1451,B062,top,0,601465.43,15336551.11,26.01,0.00,0.00,1.00,99.59,roofs,1129618.04,0.00,30.00,2.55,0.00,27.90,5,6,10,roofs_top,srf1451
srf1452,B062,top,0,601465.43,15336561.11,26.01,0.00,0.00,1.00,97.98,roofs,1129375.54,0.00,30.00,2.55,0.00,27.45,5,6,10,roofs_top,srf1452
srf1453,B062,top,0,601465.85,15336571.11,26.01,0.00,0.00,1.00,87.91,roofs,1129554.33,0.00,30.00,2.55,0.00,24.63,5,6,10,roofs_top,srf1453
srf1454,B062,top,0,601466.23,15336581.11,26.01,0.00,0.00,1.00,80.30,roofs,1128860.43,0.00,30.00,2.55,0.00,22.50,5,6,10,roofs_top,srf1454
srf1455,B062,top,0,601465.43,15336591.11,26.01,0.00,0.00,1.00,87.59,roofs,1129085.72,0.00,30.00,2.55,0.00,24.54,5,6,10,roofs_top,srf1455
srf1456,B062,top,0,601465.43,15336601.11,26.01,0.00,0.00,1.00,100.00,roofs,1128037.75,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf1456
srf1457,B062,top,0,601465.43,15336606.76,26.01,0.00,0.00,1.00,11.26,roofs,1128384.13,0.00,30.00,2.55,0.00,3.16,5,6,10,roofs_top,srf1457
srf1458,B062,top,0,601455.43,15336551.11,26.01,0.00,0.00,1.00,76.52,roofs,1129775.11,0.00,30.00,2.55,0.00,21.44,5,6,10,roofs_top,srf1458
srf1459,B062,top,0,601455.43,15336560.37,26.01,0.00,0.00,1.00,78.88,roofs,1128893.44,0.00,30.00,2.55,0.00,22.10,5,6,10,roofs_top,srf1459
srf1460,B062,top,0,601455.43,15336593.58,26.01,0.00,0.00,1.00,48.84,roofs,1129060.01,0.00,30.00,2.55,0.00,13.68,5,6,10,roofs_top,srf1460
srf1461,B062,top,0,601455.43,15336601.11,26.01,0.00,0.00,1.00,100.00,roofs,1129528.91,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf1461
srf1462,B062,top,0,601455.43,15336606.92,26.01,0.00,0.00,1.00,14.54,roofs,1130147.73,0.00,30.00,2.55,0.00,4.07,5,6,10,roofs_top,srf1462
srf1463,B062,top,0,601445.43,15336552.59,26.01,0.00,0.00,1.00,66.53,roofs,1127030.08,0.00,30.00,2.55,0.00,18.64,5,6,10,roofs_top,srf1463
srf1464,B062,top,0,601445.43,15336561.01,26.01,0.00,0.00,1.00,91.68,roofs,1127286.15,0.00,30.00,2.55,0.00,25.69,5,6,10,roofs_top,srf1464
srf1465,B062,top,0,601445.43,15336593.76,26.01,0.00,0.00,1.00,45.34,roofs,1129678.39,0.00,30.00,2.55,0.00,12.70,5,6,10,roofs_top,srf1465
srf1466,B062,top,0,601445.43,15336601.11,26.01,0.00,0.00,1.00,100.00,roofs,1129704.54,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf1466
srf1467,B062,top,0,601445.43,15336607.08,26.01,0.00,0.00,1.00,17.82,roofs,1129738.26,0.00,30.00,2.55,0.00,4.99,5,6,10,roofs_top,srf1467
srf1468,B062,top,0,601436.08,15336552.98,26.01,0.00,0.00,1.00,50.35,roofs,1125945.88,0.00,30.00,2.55,0.00,14.11,5,6,10,roofs_top,srf1468
srf1469,B062,top,0,601436.30,15336561.11,26.01,0.00,0.00,1.00,78.42,roofs,1125798.88,0.00,30.00,2.55,0.00,21.97,5,6,10,roofs_top,srf1469
srf1470,B062,top,0,601435.96,15336566.49,26.01,0.00,0.00,1.00,2.25,roofs,1127809.24,0.00,30.00,2.55,0.00,0.63,5,6,10,roofs_top,srf1470
srf1471,B062,top,0,601437.80,15336593.93,26.01,0.00,0.00,1.00,21.80,roofs,1129276.56,0.00,30.00,2.55,0.00,6.11,5,6,10,roofs_top,srf1471
srf1472,B062,top,0,601437.97,15336601.11,26.01,0.00,0.00,1.00,45.21,roofs,1128970.02,0.00,30.00,2.55,0.00,12.67,5,6,10,roofs_top,srf1472
srf1473,B062,top,0,601438.38,15336607.15,26.01,0.00,0.00,1.00,8.09,roofs,1128900.09,0.00,30.00,2.55,0.00,2.27,5,6,10,roofs_top,srf1473
