SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf378,B056,top,0,601376.46,15336599.56,21.01,0.00,0.00,1.00,9.69,roofs,1125473.01,0.00,30.00,2.55,0.00,2.71,5,6,10,roofs_top,srf378
srf379,B056,top,0,601379.88,15336604.22,21.01,0.00,0.00,1.00,8.59,roofs,1128398.74,0.00,30.00,2.55,0.00,2.41,5,6,10,roofs_top,srf379
srf380,B056,top,0,601380.26,15336609.69,21.01,0.00,0.00,1.00,95.89,roofs,1127475.98,0.00,30.00,2.55,0.00,26.87,5,6,10,roofs_top,srf380
srf381,B056,top,0,601380.27,15336615.30,21.01,0.00,0.00,1.00,8.25,roofs,1127192.29,0.00,30.00,2.55,0.00,2.31,5,6,10,roofs_top,srf381
srf382,B056,top,0,601370.27,15336599.69,21.01,0.00,0.00,1.00,95.44,roofs,1125615.29,0.00,30.00,2.55,0.00,26.74,5,6,10,roofs_top,srf382
srf383,B056,top,0,601370.27,15336609.69,21.01,0.00,0.00,1.00,100.00,roofs,1128255.91,0.00,30.00,2.55,0.00,28.02,5,6,10,roofs_top,srf383
srf384,B056,top,0,601370.27,15336615.70,21.01,0.00,0.00,1.00,16.22,roofs,1128382.56,0.00,30.00,2.55,0.00,4.55,5,6,10,roofs_top,srf384
srf385,B056,top,0,601364.31,15336600.15,21.01,0.00,0.00,1.00,14.10,roofs,1126551.27,0.00,30.00,2.55,0.00,3.95,5,6,10,roofs_top,srf385
srf386,B056,top,0,601364.67,15336609.69,21.01,0.00,0.00,1.00,7.93,roofs,1128089.59,0.00,30.00,2.55,0.00,2.22,5,6,10,roofs_top,srf386
srf387,B056,top,0,601365.08,15336615.71,21.01,0.00,0.00,1.00,0.61,roofs,1129318.59,0.00,30.00,2.55,0.00,0.17,5,6,10,roofs_top,srf387
