SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf216,B159,top,0,601775.64,15336414.46,17.01,0.00,0.00,1.00,91.40,roofs,1125572.08,0.00,30.00,2.55,0.00,25.61,5,6,10,roofs_top,srf216
srf217,B159,top,0,601775.70,15336420.63,17.01,0.00,0.00,1.00,19.69,roofs,1123987.48,0.00,30.00,2.55,0.00,5.52,5,6,10,roofs_top,srf217
srf218,B159,top,0,601770.79,15336428.57,17.01,0.00,0.00,1.00,0.14,roofs,1123201.62,0.00,30.00,2.55,0.00,0.04,5,6,10,roofs_top,srf218
srf219,B159,top,0,601770.85,15336430.17,17.01,0.00,0.00,1.00,0.32,roofs,1121959.74,0.00,30.00,2.55,0.00,0.09,5,6,10,roofs_top,srf219
srf220,B159,top,0,601765.70,15336414.82,17.01,0.00,0.00,1.00,88.78,roofs,1121391.94,0.00,30.00,2.55,0.00,24.87,5,6,10,roofs_top,srf220
srf221,B159,top,0,601765.70,15336424.46,17.01,0.00,0.00,1.00,98.42,roofs,1118804.98,0.00,30.00,2.55,0.00,27.57,5,6,10,roofs_top,srf221
srf222,B159,top,0,601765.70,15336430.56,17.01,0.00,0.00,1.00,18.07,roofs,1116634.89,0.00,30.00,2.55,0.00,5.06,5,6,10,roofs_top,srf222
srf223,B159,top,0,601759.20,15336415.22,17.01,0.00,0.00,1.00,22.01,roofs,1109313.25,0.00,30.00,2.55,0.00,6.17,5,6,10,roofs_top,srf223
srf224,B159,top,0,601759.58,15336424.46,17.01,0.00,0.00,1.00,18.02,roofs,1103651.96,0.00,30.00,2.55,0.00,5.05,5,6,10,roofs_top,srf224
srf225,B159,top,0,601760.03,15336430.60,17.01,0.00,0.00,1.00,2.80,roofs,1103326.40,0.00,30.00,2.55,0.00,0.78,5,6,10,roofs_top,srf225
