,HWB,Heizlast,KWB,Kühllast,Strombedarf,maxLeistung,heizart
0,112.94944852269701,47.4000835501231,0.0,0.0,0.28064672311502487,0.165,Kein Gas
1,65.55853106115353,32.61237488694927,0.0,0.0,0.1542853767697188,0.153,Kein Gas
2,79.99407090671615,36.89422711378273,0.0,0.0,0.1679116809009572,0.049,Kein Gas
3,107.94992480715628,45.11246515848836,0.0,0.0,0.23413495819018612,0.07,Kein Gas
4,88.77476323614881,39.46720036680462,0.0,0.0,0.21976387615568763,0.419,Kein Gas
5,78.07738155068013,36.43473522668851,0.0,0.0,0.1658033181247406,0.079,Kein Gas
6,63.01894164581074,31.911558815763108,0.0,0.0,0.1430599146988874,0.369,Kein Gas
7,77.6531799483977,36.297301309600535,0.0,0.0,0.16315040768810118,0.08,Kein Gas
8,117.99490463708544,47.91347455058359,0.0,0.0,0.2600258166904001,0.142,Kein Gas
9,90.73077411798054,39.34286556747854,0.0,0.0,0.18033809727831202,0.045,Kein Gas
10,118.39496041478262,47.55998466618613,0.0,0.0,0.23844524599966543,0.061,Kein Gas
11,132.51871501699833,54.172886744886014,0.0,0.0,0.28415599903498806,0.104,Kein Gas
12,80.85662554867946,36.68476314620905,0.0,0.0,0.18704369393180403,0.349,Kein Gas
13,82.44863616100349,35.12975191547953,0.0,0.0,0.1661509676767633,0.03,Kein Gas
14,109.00393315674408,45.28411462976768,0.0,0.0,0.2408302129454384,0.13,Kein Gas
15,81.94269677164039,37.29273974635642,0.0,0.0,0.175515967116613,0.201,Kein Gas
16,73.06457708284267,34.406113790502324,0.0,0.0,0.14403451465473396,0.049,Kein Gas
17,84.34116073915487,37.85364563473179,0.0,0.0,0.171721231020331,0.108,Kein Gas
18,108.44612230626296,44.62894558719126,0.0,0.0,0.22574647361575906,0.074,Kein Gas
19,102.13686564095603,43.61170950151,0.0,0.0,0.2290600300775854,0.116,Kein Gas
20,101.94743912722261,43.24936758098748,0.0,0.0,0.22159074592810915,0.085,Kein Gas
21,86.5136670200757,38.69352575386342,0.0,0.0,0.18442012436864397,0.125,Kein Gas
22,95.24317336346728,41.176323526470526,0.0,0.0,0.1991819836396728,0.082,Kein Gas
23,125.91520142657181,45.071712077924566,0.0,0.0,0.2034518627883344,0.015,Kein Gas
24,128.49204692415344,50.45143211698687,0.0,0.0,0.2694348386972166,0.062,Kein Gas
25,115.02595958304767,46.51261431908243,0.0,0.0,0.23667391026460433,0.077,Kein Gas
26,74.83493447395064,35.3754132605157,0.0,0.0,0.16775975190919282,0.549,Kein Gas
27,109.98393941144104,45.829368975569416,0.0,0.0,0.2561684393552054,0.13,Kein Gas
28,115.8606770820677,47.05544436851974,0.0,0.0,0.24536618983142447,0.096,Kein Gas
29,109.92804780841787,45.10133590030621,0.0,0.0,0.255140842309753,0.112,Kein Gas
30,111.91089860830937,46.0720006638421,0.0,0.0,0.23521556185644799,0.093,Kein Gas
31,103.41734038295995,43.3983523706707,0.0,0.0,0.21677087126539424,0.099,Kein Gas
32,111.01926299114248,45.693990652521045,0.0,0.0,0.23450189513661984,0.071,Kein Gas
33,88.13582882826478,38.62923253905279,0.0,0.0,0.18001704493909693,0.088,Kein Gas
34,71.59375241076192,33.92317374497776,0.0,0.0,0.1593270195557237,0.15,Kein Gas
35,61.24972792241666,31.218092345891858,0.0,0.0,0.12425491686325342,0.089,Kein Gas
36,87.3595536222886,39.04203825879388,0.0,0.0,0.18692339802226085,0.107,Kein Gas
37,75.60707291892074,35.059388662272134,0.0,0.0,0.15038094223049028,0.062,Kein Gas
38,172.63345193376884,67.82569834765927,0.0,0.0,0.3388032330187844,0.047,Kein Gas
39,115.34663643348952,44.58590089343558,0.0,0.0,0.2221897458303829,0.027,Kein Gas
40,111.24877538805454,45.500823753725406,0.0,0.0,0.22689324521945173,0.049,Kein Gas
41,230.82773663942552,84.81606512295063,0.0,0.0,0.4101064826023601,0.016,Kein Gas
42,75.91590864948031,34.91997474010476,0.0,0.0,0.15104380110578144,0.066,Kein Gas
43,90.2084669237187,39.193685171896405,0.0,0.0,0.17884367778994756,0.053,Kein Gas
